"batch_id","run_id","agent_name","graph_name","file","line","react_event","cycle","cycle_timestamp","tool_call_id","tool_name","target","type","pattern_id","utility","entries","reason"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","493","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","498","react.ccrs.opportunistic.detected","15","2026-06-07T19:15:59.845+00:00","call_nlXXBjH8k1pNUq8yLLZcj6RR","http_get","http://127.0.1.1:8080/cells/6/2","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","499","react.ccrs.opportunistic.cycle_annotations","15","2026-06-07T19:15:59.845+00:00","call_nlXXBjH8k1pNUq8yLLZcj6RR","http_get",,,,,"1",
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","555","react.ccrs.opportunistic.evaluate","16","2026-06-07T19:16:02.736+00:00","call_pgC89wmnxmQ9PPzlozMyxpzb","http_post",,,,,,
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","557","react.ccrs.opportunistic.skipped","16","2026-06-07T19:16:02.736+00:00","call_pgC89wmnxmQ9PPzlozMyxpzb","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","565","react.ccrs.opportunistic.evaluate","17","2026-06-07T19:16:05.221+00:00","call_4xsgyZTblFxyuHl2IOkdyCUS","http_get",,,,,,
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","568","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","573","react.ccrs.opportunistic.detected","17","2026-06-07T19:16:05.221+00:00","call_4xsgyZTblFxyuHl2IOkdyCUS","http_get","http://127.0.1.1:8080/cells/7/2","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","574","react.ccrs.opportunistic.cycle_annotations","17","2026-06-07T19:16:05.221+00:00","call_4xsgyZTblFxyuHl2IOkdyCUS","http_get",,,,,"1",
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","630","react.ccrs.opportunistic.evaluate","18","2026-06-07T19:16:13.095+00:00","call_z3aCueBwY9WKwf1Ol0ukGBOm","http_post",,,,,,
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","632","react.ccrs.opportunistic.skipped","18","2026-06-07T19:16:13.095+00:00","call_z3aCueBwY9WKwf1Ol0ukGBOm","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","640","react.ccrs.opportunistic.evaluate","19","2026-06-07T19:16:14.737+00:00","call_NAXNVkRU7zcdQxRn9eyWzyl2","http_get",,,,,,
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","643","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","648","react.ccrs.opportunistic.detected","19","2026-06-07T19:16:14.737+00:00","call_NAXNVkRU7zcdQxRn9eyWzyl2","http_get","http://127.0.1.1:8080/cells/7/3","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","649","react.ccrs.opportunistic.cycle_annotations","19","2026-06-07T19:16:14.737+00:00","call_NAXNVkRU7zcdQxRn9eyWzyl2","http_get",,,,,"1",
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","705","react.ccrs.opportunistic.evaluate","20","2026-06-07T19:16:17.360+00:00","call_TkhPkLkzGbUugHqmxc4fGQqt","http_post",,,,,,
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","707","react.ccrs.opportunistic.skipped","20","2026-06-07T19:16:17.360+00:00","call_TkhPkLkzGbUugHqmxc4fGQqt","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","715","react.ccrs.opportunistic.evaluate","21","2026-06-07T19:16:19.648+00:00","call_3QUioKl2Sg71NFCxzNyjudXc","http_get",,,,,,
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","718","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","723","react.ccrs.opportunistic.detected","21","2026-06-07T19:16:19.648+00:00","call_3QUioKl2Sg71NFCxzNyjudXc","http_get","http://127.0.1.1:8080/cells/7/4","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","724","react.ccrs.opportunistic.cycle_annotations","21","2026-06-07T19:16:19.648+00:00","call_3QUioKl2Sg71NFCxzNyjudXc","http_get",,,,,"1",
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","780","react.ccrs.opportunistic.evaluate","22","2026-06-07T19:16:22.555+00:00","call_GaujQJj56ju9YtBRkkFlJvZm","http_post",,,,,,
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","782","react.ccrs.opportunistic.skipped","22","2026-06-07T19:16:22.555+00:00","call_GaujQJj56ju9YtBRkkFlJvZm","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","790","react.ccrs.opportunistic.evaluate","23","2026-06-07T19:16:24.166+00:00","call_nhJdeVIyDS21pmWvjZg7ffjO","http_get",,,,,,
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","793","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","798","react.ccrs.opportunistic.detected","23","2026-06-07T19:16:24.166+00:00","call_nhJdeVIyDS21pmWvjZg7ffjO","http_get","http://127.0.1.1:8080/cells/8/4","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","799","react.ccrs.opportunistic.cycle_annotations","23","2026-06-07T19:16:24.166+00:00","call_nhJdeVIyDS21pmWvjZg7ffjO","http_get",,,,,"1",
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","855","react.ccrs.opportunistic.evaluate","24","2026-06-07T19:16:26.785+00:00","call_n35Ql0iks2FJ6D9qxz1MIMcX","http_post",,,,,,
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","857","react.ccrs.opportunistic.skipped","24","2026-06-07T19:16:26.785+00:00","call_n35Ql0iks2FJ6D9qxz1MIMcX","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","865","react.ccrs.opportunistic.evaluate","25","2026-06-07T19:16:28.432+00:00","call_Ewl64rmGQ5M3LjIIzhcQ2W44","http_get",,,,,,
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","868","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","873","react.ccrs.opportunistic.detected","25","2026-06-07T19:16:28.432+00:00","call_Ewl64rmGQ5M3LjIIzhcQ2W44","http_get","http://127.0.1.1:8080/cells/8/5","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","874","react.ccrs.opportunistic.cycle_annotations","25","2026-06-07T19:16:28.432+00:00","call_Ewl64rmGQ5M3LjIIzhcQ2W44","http_get",,,,,"1",
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","930","react.ccrs.opportunistic.evaluate","26","2026-06-07T19:16:31.183+00:00","call_7ZwlMPtdJaQyVZsE2Dwz9hqr","http_post",,,,,,
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","932","react.ccrs.opportunistic.skipped","26","2026-06-07T19:16:31.183+00:00","call_7ZwlMPtdJaQyVZsE2Dwz9hqr","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","940","react.ccrs.opportunistic.evaluate","27","2026-06-07T19:16:32.929+00:00","call_q9IRc8M5S9hS858FghFWwESg","http_get",,,,,,
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","943","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","948","react.ccrs.opportunistic.detected","27","2026-06-07T19:16:32.929+00:00","call_q9IRc8M5S9hS858FghFWwESg","http_get","http://127.0.1.1:8080/cells/8/6","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","949","react.ccrs.opportunistic.cycle_annotations","27","2026-06-07T19:16:32.929+00:00","call_q9IRc8M5S9hS858FghFWwESg","http_get",,,,,"1",
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1005","react.ccrs.opportunistic.evaluate","28","2026-06-07T19:16:35.722+00:00","call_XJukR6C2Wj4FLzVUv00xsekV","http_post",,,,,,
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1007","react.ccrs.opportunistic.skipped","28","2026-06-07T19:16:35.722+00:00","call_XJukR6C2Wj4FLzVUv00xsekV","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1015","react.ccrs.opportunistic.evaluate","29","2026-06-07T19:16:37.417+00:00","call_YVwcSfX4GoVHXQIKH6s2dyMQ","http_get",,,,,,
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1018","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1023","react.ccrs.opportunistic.detected","29","2026-06-07T19:16:37.417+00:00","call_YVwcSfX4GoVHXQIKH6s2dyMQ","http_get","http://127.0.1.1:8080/cells/9/6","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1024","react.ccrs.opportunistic.cycle_annotations","29","2026-06-07T19:16:37.417+00:00","call_YVwcSfX4GoVHXQIKH6s2dyMQ","http_get",,,,,"1",
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1080","react.ccrs.opportunistic.evaluate","30","2026-06-07T19:16:40.026+00:00","call_xwWeoUTZybLtXKuLoCGs7fAM","http_post",,,,,,
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1082","react.ccrs.opportunistic.skipped","30","2026-06-07T19:16:40.026+00:00","call_xwWeoUTZybLtXKuLoCGs7fAM","http_post",,,,,,"invalid_turtle"
