"batch_id","run_id","agent_name","graph_name","file","line","timestamp","tool_call_id","action_type","target","outcome","http_status","http_ok","response_length","content_type","error","error_type","result_line","result_timestamp"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","54","2026-06-07 21:59:58,278","call_g6CvK1aIRFDRCg04gW95cdN4","http_get","http://127.0.1.1:8080/cells/2/4","success","200","True","1232","text/turtle",,,"55","2026-06-07 21:59:58,284"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","58","2026-06-07 22:00:00,926","call_KTyJWKykFbugT1FRrdNYR5FS","http_post","http://127.0.1.1:8080/cells/1/4","success","201","True","46","text/plain;charset=iso-8859-1",,,"59","2026-06-07 22:00:01,019"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","62","2026-06-07 22:00:02,529","call_CVN6pgw9p63kMPtgCIQuxxnd","http_get","http://127.0.1.1:8080/cells/1/4","success","200","True","1232","text/turtle",,,"63","2026-06-07 22:00:02,535"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","66","2026-06-07 22:00:04,886","call_keVooTcCMLrptKbR8xDWHycr","http_post","http://127.0.1.1:8080/cells/1/5","success","201","True","46","text/plain;charset=iso-8859-1",,,"67","2026-06-07 22:00:04,968"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","70","2026-06-07 22:00:06,554","call_XXB972pap8XwWKsfEqJXyVee","http_get","http://127.0.1.1:8080/cells/1/5","success","200","True","1232","text/turtle",,,"71","2026-06-07 22:00:06,559"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","74","2026-06-07 22:00:09,133","call_UU5AmpxqTT3Hb4pUQv1f8hig","http_post","http://127.0.1.1:8080/cells/1/6","success","201","True","46","text/plain;charset=iso-8859-1",,,"75","2026-06-07 22:00:09,217"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","78","2026-06-07 22:00:10,671","call_obmnIXMLRzESud8PBHDocbl0","http_get","http://127.0.1.1:8080/cells/1/6","success","200","True","1256","text/turtle",,,"79","2026-06-07 22:00:10,698"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","82","2026-06-07 22:00:13,876","call_dPXu82PvOtjMCB7CPwX9a8ry","http_post","http://127.0.1.1:8080/cells/2/6","success","201","True","46","text/plain;charset=iso-8859-1",,,"83","2026-06-07 22:00:13,963"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","86","2026-06-07 22:00:15,565","call_L3pnqr9Cz0JfmRHuYahfm3ii","http_get","http://127.0.1.1:8080/cells/2/6","success","200","True","1232","text/turtle",,,"87","2026-06-07 22:00:15,592"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","90","2026-06-07 22:00:18,039","call_A1hfgYEUnB4pq9OYMZxxR05u","http_post","http://127.0.1.1:8080/cells/3/6","success","201","True","46","text/plain;charset=iso-8859-1",,,"91","2026-06-07 22:00:18,121"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","94","2026-06-07 22:00:19,628","call_bEH6BnYf0gpsG7ev4OuZrlyY","http_get","http://127.0.1.1:8080/cells/3/6","success","200","True","1256","text/turtle",,,"95","2026-06-07 22:00:19,633"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","98","2026-06-07 22:00:22,038","call_4MdTcso3K7V2SmhK17p7aE7C","http_post","http://127.0.1.1:8080/cells/3/7","success","201","True","46","text/plain;charset=iso-8859-1",,,"99","2026-06-07 22:00:22,130"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","102","2026-06-07 22:00:25,087","call_opifamiCzuCIJEAi7q2rifFT","http_get","http://127.0.1.1:8080/cells/3/7","success","200","True","1232","text/turtle",,,"103","2026-06-07 22:00:25,091"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","106","2026-06-07 22:00:27,614","call_jUUCTcK8Zuc7SaNYm85yG8VT","http_post","http://127.0.1.1:8080/cells/3/8","success","201","True","46","text/plain;charset=iso-8859-1",,,"107","2026-06-07 22:00:27,715"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","110","2026-06-07 22:00:29,467","call_EvxitffLxodli87u4GHu4AAn","http_get","http://127.0.1.1:8080/cells/3/8","success","200","True","1232","text/turtle",,,"111","2026-06-07 22:00:29,472"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","114","2026-06-07 22:00:32,058","call_Ng70x6w7mzl923k6EobeyUa2","http_post","http://127.0.1.1:8080/cells/3/9","success","201","True","46","text/plain;charset=iso-8859-1",,,"115","2026-06-07 22:00:32,156"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","118","2026-06-07 22:00:33,706","call_Pul9e4HYTG6PPI8NU8tn7PWI","http_get","http://127.0.1.1:8080/cells/3/9","success","200","True","1256","text/turtle",,,"119","2026-06-07 22:00:33,732"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","122","2026-06-07 22:00:41,067","call_3vkwHLhhlCaq5oUHIObZon0G","http_post","http://127.0.1.1:8080/cells/4/9","success","201","True","46","text/plain;charset=iso-8859-1",,,"123","2026-06-07 22:00:41,147"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","126","2026-06-07 22:00:42,528","call_V1OLQAvo3guvRPRB5tGYXnAB","http_get","http://127.0.1.1:8080/cells/4/9","success","200","True","1232","text/turtle",,,"127","2026-06-07 22:00:42,533"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","130","2026-06-07 22:00:45,123","call_ZorgALWsIuth4d65knXJJjc1","http_post","http://127.0.1.1:8080/cells/5/9","success","201","True","46","text/plain;charset=iso-8859-1",,,"131","2026-06-07 22:00:45,225"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","134","2026-06-07 22:00:47,207","call_4G1aFGPuT8COUhbEZUOKj76U","http_get","http://127.0.1.1:8080/cells/5/9","success","200","True","1256","text/turtle",,,"135","2026-06-07 22:00:47,220"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","138","2026-06-07 22:00:49,865","call_RtVawSaM1aRxlEiRaKzVBLk2","http_post","http://127.0.1.1:8080/cells/6/9","success","201","True","46","text/plain;charset=iso-8859-1",,,"139","2026-06-07 22:00:49,947"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","142","2026-06-07 22:00:51,787","call_tzlZGNVFb9tawm7UngHEwDNG","http_get","http://127.0.1.1:8080/cells/6/9","success","200","True","1232","text/turtle",,,"143","2026-06-07 22:00:51,812"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","146","2026-06-07 22:00:54,509","call_qoC1y5KF66hpuxBn1TbGeWsr","http_post","http://127.0.1.1:8080/cells/7/9","success","201","True","46","text/plain;charset=iso-8859-1",,,"147","2026-06-07 22:00:54,593"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","150","2026-06-07 22:00:56,876","call_ABGcNCgoqTlKYAaVhTkA8EmE","http_get","http://127.0.1.1:8080/cells/7/9","success","200","True","1257","text/turtle",,,"151","2026-06-07 22:00:56,881"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","154","2026-06-07 22:00:59,546","call_ZW4ucyNzPiv6zXriCqw80B7M","http_post","http://127.0.1.1:8080/cells/7/10","success","201","True","47","text/plain;charset=iso-8859-1",,,"155","2026-06-07 22:00:59,630"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","158","2026-06-07 22:01:01,220","call_KeaSDhO1gz4W0QOVFi02E7ZA","http_get","http://127.0.1.1:8080/cells/7/10","success","200","True","1261","text/turtle",,,"159","2026-06-07 22:01:01,246"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","162","2026-06-07 22:01:03,693","call_prlFB6mnMxCW3mKoJzH5nXZQ","http_post","http://127.0.1.1:8080/cells/8/10","success","201","True","47","text/plain;charset=iso-8859-1",,,"163","2026-06-07 22:01:03,766"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","166","2026-06-07 22:01:05,509","call_RVvcOvspE5L7QhoqdDXR6N7j","http_get","http://127.0.1.1:8080/cells/8/10","success","200","True","1212","text/turtle",,,"167","2026-06-07 22:01:05,514"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","170","2026-06-07 22:01:08,173","call_t00do5juFf4hTeZAPJpYhcM5","http_post","http://127.0.1.1:8080/cells/8/10","success","409","False","450","text/turtle",,,"171","2026-06-07 22:01:08,179"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","174","2026-06-07 22:01:10,118","call_USrGZoRhg9Mm6oV1OXyTsO44","http_get","http://127.0.1.1:8080/cells/7/10","success","403","False","476","text/turtle",,,"175","2026-06-07 22:01:10,123"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","178","2026-06-07 22:01:11,914","call_H6lORcEW85IKAuTXNMGxxWuE","http_get","http://127.0.1.1:8080/cells/8/10","success","200","True","1212","text/turtle",,,"179","2026-06-07 22:01:11,919"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","182","2026-06-07 22:01:13,793","call_bWhZcry80WxGy1Zn1uxCeKxk","http_get","http://127.0.1.1:8080/cells/8/10","success","200","True","1212","text/turtle",,,"183","2026-06-07 22:01:13,798"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","186","2026-06-07 22:01:15,564","call_AzwKTHxTV1s38wtOELgtaj3C","http_get","http://127.0.1.1:8080/cells/8/10","success","200","True","1212","text/turtle",,,"187","2026-06-07 22:01:15,585"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","190","2026-06-07 22:01:17,473","call_FUtmDN5V1jTh5VeGWTddLrP1","http_get","http://127.0.1.1:8080/cells/8/10","success","200","True","1212","text/turtle",,,"191","2026-06-07 22:01:17,478"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","194","2026-06-07 22:01:19,469","call_eC2sDbq7h83hMr7xDjfYw7n4","http_get","http://127.0.1.1:8080/cells/8/10","success","200","True","1212","text/turtle",,,"195","2026-06-07 22:01:19,474"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","198","2026-06-07 22:01:21,625","call_Sp71DPza5orUUSFELknOgVtT","http_get","http://127.0.1.1:8080/cells/8/10","success","200","True","1212","text/turtle",,,"199","2026-06-07 22:01:21,646"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","202","2026-06-07 22:01:23,580","call_yj3jecdgLRngpPmcADRcwGNC","http_get","http://127.0.1.1:8080/cells/8/10","success","200","True","1212","text/turtle",,,"203","2026-06-07 22:01:23,586"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","206","2026-06-07 22:01:29,662","call_W2B9bPxQjCeS4T6MRIwk2xjK","http_get","http://127.0.1.1:8080/cells/8/10","success","200","True","1212","text/turtle",,,"207","2026-06-07 22:01:29,668"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","210","2026-06-07 22:01:31,774","call_MPWFnJO3WOEjTDXLAaticXzD","http_get","http://127.0.1.1:8080/maze","success","200","True","1014","text/turtle",,,"211","2026-06-07 22:01:31,779"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","214","2026-06-07 22:01:33,712","call_K0QqtNTZhfyQahWC7qMXTLG4","http_get","http://127.0.1.1:8080/cells/8/10","success","200","True","1212","text/turtle",,,"215","2026-06-07 22:01:33,731"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","218","2026-06-07 22:01:36,751","call_PFb2Z2KV6YD4JYAa6kbfb4hg","http_get","http://127.0.1.1:8080/cells/8/10","success","200","True","1212","text/turtle",,,"219","2026-06-07 22:01:36,776"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","222","2026-06-07 22:01:38,675","call_UbttDAR98wKCRErrcggtV4GO","http_get","http://127.0.1.1:8080/cells/8/10","success","200","True","1212","text/turtle",,,"223","2026-06-07 22:01:38,693"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","226","2026-06-07 22:01:40,513","call_q96hTnscabGuM5DQGfmkLEpJ","http_get","http://127.0.1.1:8080/cells/8/10","success","200","True","1212","text/turtle",,,"227","2026-06-07 22:01:40,538"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","230","2026-06-07 22:01:44,071","call_NftaeVwBnpDWO1yCxvOczY4x","http_get","http://127.0.1.1:8080/cells/8/10","success","200","True","1212","text/turtle",,,"231","2026-06-07 22:01:44,077"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","234","2026-06-07 22:01:46,031","call_etcnUExqKpDzT1ByPW9DRCas","http_get","http://127.0.1.1:8080/cells/8/10","success","200","True","1212","text/turtle",,,"235","2026-06-07 22:01:46,056"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","238","2026-06-07 22:01:47,894","call_aNKYLQJNoV7rEIa64IsTE5nb","http_get","http://127.0.1.1:8080/cells/8/10","success","200","True","1212","text/turtle",,,"239","2026-06-07 22:01:47,913"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","242","2026-06-07 22:01:49,884","call_9mX1avmJMhj9TRSPnZBavpNf","http_get","http://127.0.1.1:8080/cells/8/10","success","200","True","1212","text/turtle",,,"243","2026-06-07 22:01:49,889"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","246","2026-06-07 22:01:51,672","call_1g69TGHbi2RA9ew57KJ9Aamu","http_get","http://127.0.1.1:8080/cells/8/10","success","200","True","1212","text/turtle",,,"247","2026-06-07 22:01:51,692"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","250","2026-06-07 22:01:53,547","call_9VIze0RgpJIAP2eV5SLAbqf4","http_get","http://127.0.1.1:8080/cells/8/10","success","200","True","1212","text/turtle",,,"251","2026-06-07 22:01:53,566"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","254","2026-06-07 22:01:55,433","call_iw6jxdXq11SEweMHKBTFbth9","http_get","http://127.0.1.1:8080/cells/8/10","success","200","True","1212","text/turtle",,,"255","2026-06-07 22:01:55,453"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","258","2026-06-07 22:01:57,300","call_qqSJS4SXpkMvX9dkD2K8cceM","http_get","http://127.0.1.1:8080/cells/8/10","success","200","True","1212","text/turtle",,,"259","2026-06-07 22:01:57,316"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","262","2026-06-07 22:01:59,224","call_TF2fuOucD2GuXv5DCUJlD2FS","http_get","http://127.0.1.1:8080/cells/8/10","success","200","True","1212","text/turtle",,,"263","2026-06-07 22:01:59,246"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","266","2026-06-07 22:02:01,121","call_0yGKW7pW2zzsIUKbrfSLJygh","http_get","http://127.0.1.1:8080/cells/8/10","success","200","True","1212","text/turtle",,,"267","2026-06-07 22:02:01,126"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","270","2026-06-07 22:02:03,037","call_2O3bcUlOfaQtZKpACGIl3Sz5","http_get","http://127.0.1.1:8080/cells/7/11","success","403","False","476","text/turtle",,,"271","2026-06-07 22:02:03,042"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","274","2026-06-07 22:02:04,816","call_tmByhNOjFWsjNDR74C2C6xPT","http_get","http://127.0.1.1:8080/cells/7/10","success","403","False","476","text/turtle",,,"275","2026-06-07 22:02:04,835"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","278","2026-06-07 22:02:06,764","call_5V7NyVolRM723R1cDxR4DxPS","http_get","http://127.0.1.1:8080/cells/8/10","success","200","True","1212","text/turtle",,,"279","2026-06-07 22:02:06,768"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","282","2026-06-07 22:02:09,570","call_Dmxc0XnTC01bHlwf1JT0z4Wg","http_post","http://127.0.1.1:8080/cells/7/10","success","201","True","47","text/plain;charset=iso-8859-1",,,"283","2026-06-07 22:02:09,654"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","286","2026-06-07 22:02:11,345","call_Gwq7hfc4iS2FTVgT7lknP5Fx","http_get","http://127.0.1.1:8080/cells/7/10","success","200","True","1261","text/turtle",,,"287","2026-06-07 22:02:11,349"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","290","2026-06-07 22:02:13,245","call_u33MGRHwNqbCMKuZn1FyNbEz","http_get","http://127.0.1.1:8080/cells/7/10","success","200","True","1261","text/turtle",,,"291","2026-06-07 22:02:13,250"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","294","2026-06-07 22:02:15,041","call_4SSFnYO1DIGyOXnlmBfBWxr5","http_get","http://127.0.1.1:8080/cells/7/9","success","403","False","474","text/turtle",,,"295","2026-06-07 22:02:15,058"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","298","2026-06-07 22:02:17,905","call_q2Jce7YoqpCWrbB1Nkdp8ekn","http_post","http://127.0.1.1:8080/cells/7/9","success","201","True","46","text/plain;charset=iso-8859-1",,,"299","2026-06-07 22:02:18,004"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","302","2026-06-07 22:02:19,555","call_kf9QnFOrtHvZz2GIiW6aaSUc","http_get","http://127.0.1.1:8080/cells/7/9","success","200","True","1257","text/turtle",,,"303","2026-06-07 22:02:19,578"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","306","2026-06-07 22:02:21,388","call_fWHJiLC2b6C9pDXYzPCaRils","http_get","http://127.0.1.1:8080/cells/7/9","success","200","True","1257","text/turtle",,,"307","2026-06-07 22:02:21,393"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","310","2026-06-07 22:02:23,468","call_BFf1mOgv5Zjc7sRpAgpwQeIy","http_get","http://127.0.1.1:8080/cells/6/9","success","403","False","473","text/turtle",,,"311","2026-06-07 22:02:23,484"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","314","2026-06-07 22:02:29,306","call_VRJ3ZmesEVH5EpXL2XyxuBs8","http_get","http://127.0.1.1:8080/cells/6/9","success","403","False","473","text/turtle",,,"315","2026-06-07 22:02:29,329"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","318","2026-06-07 22:02:31,127","call_0my5EO4aElg5s5SnY6zTPyPK","http_get","http://127.0.1.1:8080/cells/6/9","success","403","False","473","text/turtle",,,"319","2026-06-07 22:02:31,133"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","322","2026-06-07 22:02:32,843","call_9sjwdOPBXIRMeEuHvMAl8BD0","http_get","http://127.0.1.1:8080/cells/7/8","success","403","False","473","text/turtle",,,"323","2026-06-07 22:02:32,848"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","326","2026-06-07 22:02:34,957","call_4CSEsmLjBcFWppQ4H7Xfkwru","http_get","http://127.0.1.1:8080/maze","success","200","True","1014","text/turtle",,,"327","2026-06-07 22:02:34,961"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","330","2026-06-07 22:02:37,846","call_qdLq3og1nTSGOaEzMekNrqNm","http_get","http://127.0.1.1:8080/cells/6/9","success","403","False","473","text/turtle",,,"331","2026-06-07 22:02:37,851"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","334","2026-06-07 22:02:39,543","call_nWtr1T8S6ZIJzG7qxtobfrbX","http_get","http://127.0.1.1:8080/cells/6/9","success","403","False","473","text/turtle",,,"335","2026-06-07 22:02:39,562"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","338","2026-06-07 22:02:42,649","call_rgNTjhnhQ4HklAVusQdGKY9e","http_get","http://127.0.1.1:8080/cells/7/8","success","403","False","473","text/turtle",,,"339","2026-06-07 22:02:42,671"
"react-baseline-vs-ccrs-v1","001-baseline","react_baseline_v1_01","graph","react_baseline_v1_01_20260607_215930.log","342","2026-06-07 22:02:44,653","call_DucPrwUwfZedH6obDL6ZG8o3","http_get","http://127.0.1.1:8080/cells/7/9","success","200","True","1257","text/turtle",,,"343","2026-06-07 22:02:44,658"
