"batch_id","run_id","agent_name","graph_name","file","line","timestamp","tool_call_id","action_type","target","outcome","http_status","http_ok","response_length","content_type","error","error_type","result_line","result_timestamp"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1078","2026-06-07 21:16:40,032","call_xwWeoUTZybLtXKuLoCGs7fAM","http_post","http://127.0.1.1:8080/cells/9/6","success","201","True","46","text/plain;charset=iso-8859-1",,,"1079","2026-06-07 21:16:40,140"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1088","2026-06-07 21:16:42,522","call_thA3CpcCE2yt1WiyqCDfyDCs","http_get","http://127.0.1.1:8080/cells/9/6","success","200","True","1572","text/turtle",,,"1089","2026-06-07 21:16:42,547"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1153","2026-06-07 21:16:45,182","call_8VrWIwehB3qg0ZJSwdJ6CnkV","http_post","http://127.0.1.1:8080/cells/10/6","success","201","True","47","text/plain;charset=iso-8859-1",,,"1154","2026-06-07 21:16:45,266"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1163","2026-06-07 21:16:46,896","call_hxNo3BKN3MZhv9Jd8HNowVwl","http_get","http://127.0.1.1:8080/cells/10/6","success","200","True","1577","text/turtle",,,"1164","2026-06-07 21:16:46,901"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1228","2026-06-07 21:16:52,425","call_3zNXSBke5en50ioOAs4koKVm","http_post","http://127.0.1.1:8080/cells/11/6","success","201","True","47","text/plain;charset=iso-8859-1",,,"1229","2026-06-07 21:16:52,531"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1238","2026-06-07 21:16:54,237","call_emroXvKwOcSRZJ7t8dlinwDn","http_get","http://127.0.1.1:8080/cells/11/6","success","200","True","1603","text/turtle",,,"1239","2026-06-07 21:16:54,264"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1303","2026-06-07 21:16:56,421","call_txVjJWHgYnER27AIV8rrDcxh","http_get","http://127.0.1.1:8080/cells/11/5","success","403","False","476","text/turtle",,,"1304","2026-06-07 21:16:56,439"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1319","2026-06-07 21:16:58,248","call_A1O2gXJYKCZ4ZTbo7iOdjCRR","http_get","http://127.0.1.1:8080/cells/11/6","success","200","True","1603","text/turtle",,,"1320","2026-06-07 21:16:58,267"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1384","2026-06-07 21:17:00,175","call_m6Uurl8GukZ2Gu9MWH2nAQOU","http_get","http://127.0.1.1:8080/cells/11/6","success","200","True","1603","text/turtle",,,"1385","2026-06-07 21:17:00,181"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1449","2026-06-07 21:17:05,564","call_hhQcArZma4XU991AOAmnfFrm","http_post","http://127.0.1.1:8080/cells/11/7","success","201","True","47","text/plain;charset=iso-8859-1",,,"1450","2026-06-07 21:17:05,673"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1459","2026-06-07 21:17:13,254","call_MUi7OVVYDtw9DJXkCTeCVpWT","http_get","http://127.0.1.1:8080/cells/11/7","success","200","True","1237","text/turtle",,,"1460","2026-06-07 21:17:13,274"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1475","2026-06-07 21:17:15,194","call_1AvWkFZFgEVPAdqgqUY85RqX","http_get","http://127.0.1.1:8080/cells/11/8","success","403","False","476","text/turtle",,,"1476","2026-06-07 21:17:15,215"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1491","2026-06-07 21:17:17,299","call_fENGLk7eAiGcWcPjXz1naVe1","http_get","http://127.0.1.1:8080/cells/11/7","success","200","True","1237","text/turtle",,,"1492","2026-06-07 21:17:17,304"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1507","2026-06-07 21:17:24,762","call_WW6dtd7Ea5aCS8uiOw9Qbg69","http_get","http://127.0.1.1:8080/cells/11/7","success","200","True","1237","text/turtle",,,"1508","2026-06-07 21:17:24,774"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1523","2026-06-07 21:17:26,857","call_Ukovo795SN2aTzLqIW5IBwpA","http_get","http://127.0.1.1:8080/cells/11/7","success","200","True","1237","text/turtle",,,"1524","2026-06-07 21:17:26,877"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1539","2026-06-07 21:17:29,007","call_2gPBK56zHuzPr6JYdbETuHZ4","http_get","http://127.0.1.1:8080/cells/11/8","success","403","False","476","text/turtle",,,"1540","2026-06-07 21:17:29,013"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1555","2026-06-07 21:17:31,201","call_f5WOXyVcgsO4QtokEX7JRMVN","http_get","http://127.0.1.1:8080/cells/11/7","success","200","True","1237","text/turtle",,,"1556","2026-06-07 21:17:31,208"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1571","2026-06-07 21:17:33,288","call_t8diHWHxcsjyjxf6NBTqdqTZ","http_get","http://127.0.1.1:8080/cells/11/7","success","200","True","1237","text/turtle",,,"1572","2026-06-07 21:17:33,294"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1587","2026-06-07 21:17:35,385","call_kMoaB3nFD7hn42WxPuE6FqNq","http_get","http://127.0.1.1:8080/cells/11/7","success","200","True","1237","text/turtle",,,"1588","2026-06-07 21:17:35,392"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1603","2026-06-07 21:17:37,732","call_npCHz3dXs2x5oFX84LwJEZPI","http_get","http://127.0.1.1:8080/cells/11/7","success","200","True","1237","text/turtle",,,"1604","2026-06-07 21:17:37,741"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1619","2026-06-07 21:17:43,774","call_Vz0lA0dZ3XwAUm6mPqKfDUHw","http_get","http://127.0.1.1:8080/cells/11/8","success","403","False","476","text/turtle",,,"1620","2026-06-07 21:17:43,782"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1635","2026-06-07 21:17:45,861","call_EEpJ2XbfwKiLwIZ2aSAxFNKj","http_get","http://127.0.1.1:8080/cells/11/7","success","200","True","1237","text/turtle",,,"1636","2026-06-07 21:17:45,867"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1651","2026-06-07 21:17:48,215","call_pcDb5tepzIqSvtklvSNkgzmz","http_get","http://127.0.1.1:8080/cells/11/8","success","403","False","476","text/turtle",,,"1652","2026-06-07 21:17:48,222"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1667","2026-06-07 21:17:50,554","call_vjqivagxcamP35UZwUlUn614","http_get","http://127.0.1.1:8080/cells/11/7","success","200","True","1237","text/turtle",,,"1668","2026-06-07 21:17:50,560"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1683","2026-06-07 21:17:53,500","call_vfLa47B8uKlV2BqJErTbvvVF","http_get","http://127.0.1.1:8080/cells/11/7","success","200","True","1237","text/turtle",,,"1684","2026-06-07 21:17:53,506"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1699","2026-06-07 21:17:59,189","call_IkUYpP1bHRLuNjorpBBvbSQV","http_get","http://127.0.1.1:8080/cells/11/7","success","200","True","1237","text/turtle",,,"1700","2026-06-07 21:17:59,195"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1715","2026-06-07 21:18:01,484","call_yr5NEU1WeJFuZyQhsBQC5hJL","http_get","http://127.0.1.1:8080/cells/11/7","success","200","True","1237","text/turtle",,,"1716","2026-06-07 21:18:01,490"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1731","2026-06-07 21:18:03,710","call_g5OiMsHY16lUoFooyR305WCg","http_get","http://127.0.1.1:8080/cells/11/8","success","403","False","476","text/turtle",,,"1732","2026-06-07 21:18:03,716"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1747","2026-06-07 21:18:06,018","call_KsIRoFeqlXA6tLlmgLAEn7Va","http_get","http://127.0.1.1:8080/cells/11/7","success","200","True","1237","text/turtle",,,"1748","2026-06-07 21:18:06,024"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1763","2026-06-07 21:18:08,502","call_qB6ZmbGezCBgfWNHNeHYEcjn","http_get","http://127.0.1.1:8080/cells/11/8","success","403","False","476","text/turtle",,,"1764","2026-06-07 21:18:08,509"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1779","2026-06-07 21:18:11,502","call_IlVrEEgH280WaPrJQpQ949gS","http_get","http://127.0.1.1:8080/cells/11/7","success","200","True","1237","text/turtle",,,"1780","2026-06-07 21:18:11,519"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1795","2026-06-07 21:18:14,534","call_FR7huzzHq01Dtjba9RqeG6kr","http_post","http://127.0.1.1:8080/cells/11/8","success","201","True","47","text/plain;charset=iso-8859-1",,,"1796","2026-06-07 21:18:14,612"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1805","2026-06-07 21:18:16,475","call_s3hk8yuCVYHLSPDNYnRpYhae","http_get","http://127.0.1.1:8080/cells/11/8","success","200","True","1237","text/turtle",,,"1806","2026-06-07 21:18:16,481"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1821","2026-06-07 21:18:18,454","call_QT6nYcCi4MO3wi1ZMFmXBXes","http_get","http://127.0.1.1:8080/cells/11/8","success","200","True","1237","text/turtle",,,"1822","2026-06-07 21:18:18,460"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1837","2026-06-07 21:18:24,299","call_IkA5vLFkRsEPDATIjNkWxG6o","http_get","http://127.0.1.1:8080/cells/11/9","success","403","False","476","text/turtle",,,"1838","2026-06-07 21:18:24,331"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1853","2026-06-07 21:18:27,975","call_R4O2S8eTHvqmDpIYOMI1xR7N","http_get","http://127.0.1.1:8080/cells/11/9","success","403","False","476","text/turtle",,,"1854","2026-06-07 21:18:27,983"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1869","2026-06-07 21:18:30,533","call_GU0Uz1Ybr9wTBVbwlRHIVI0J","http_get","http://127.0.1.1:8080/maze","success","200","True","1014","text/turtle",,,"1870","2026-06-07 21:18:30,539"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1885","2026-06-07 21:18:32,952","call_BMADFCNLQnsrepnMO1qACKBQ","http_get","http://127.0.1.1:8080/maze","success","200","True","1014","text/turtle",,,"1886","2026-06-07 21:18:32,958"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1901","2026-06-07 21:18:36,397","call_hsDAm3empqK0CKcZGpoFPKbu","http_get","http://127.0.1.1:8080/cells/11/9","success","403","False","476","text/turtle",,,"1902","2026-06-07 21:18:36,405"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1917","2026-06-07 21:18:38,769","call_WhO286IHbVqwuhR3bqo6UQyd","http_get","http://127.0.1.1:8080/cells/11/8","success","200","True","1237","text/turtle",,,"1918","2026-06-07 21:18:38,775"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1933","2026-06-07 21:18:41,018","call_K61hCMJ94QoaIwErRxmLAGC5","http_get","http://127.0.1.1:8080/cells/11/9","success","403","False","476","text/turtle",,,"1934","2026-06-07 21:18:41,024"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1949","2026-06-07 21:18:43,737","call_YORde4d5VhpcFjVUlUFoiAdW","http_get","http://127.0.1.1:8080/cells/11/9","success","403","False","476","text/turtle",,,"1950","2026-06-07 21:18:43,743"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1965","2026-06-07 21:18:45,909","call_JeiWU892mjvCMEvkyIqdxoEy","http_get","http://127.0.1.1:8080/cells/11/9","success","403","False","476","text/turtle",,,"1966","2026-06-07 21:18:45,915"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","2191","2026-06-07 21:19:10,121","call_51o9JgaH7CDlqwZDItASNpnd","http_post","http://127.0.1.1:8080/cells/11/9","success","201","True","47","text/plain;charset=iso-8859-1",,,"2192","2026-06-07 21:19:10,214"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","2201","2026-06-07 21:19:12,194","call_ew0uLMNjlMjPEgpSTLOdWbP3","http_get","http://127.0.1.1:8080/cells/11/9","success","200","True","1288","text/turtle",,,"2202","2026-06-07 21:19:12,213"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","2217","2026-06-07 21:19:13,979","call_YmpEalPjKLYFXuKC62dwkX2Y","http_get","http://127.0.1.1:8080/cells/11/9","success","200","True","1288","text/turtle",,,"2218","2026-06-07 21:19:14,000"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","2233","2026-06-07 21:19:16,018","call_11sOhdEohNFdqdZtqCZ7admH","http_get","http://127.0.1.1:8080/cells/11/9","success","200","True","1288","text/turtle",,,"2234","2026-06-07 21:19:16,026"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","2249","2026-06-07 21:19:18,189","call_MuGNqXf7sPuWtyIY4p5xZ8gk","http_get","http://127.0.1.1:8080/cells/11/9","success","200","True","1288","text/turtle",,,"2250","2026-06-07 21:19:18,195"
