"batch_id","run_id","agent_name","graph_name","file","line","cycle","cycle_timestamp","tool_name","tool_call_id","selected_uri","selection_mode","opportunistic_count","contingency_guidance_count","followed_top_opportunistic","followed_top_contingency_guidance","followed_any_top_guidance","top_opportunistic_target","top_contingency_guidance_target","prompt_context_id","metric_quality"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","389","11","2026-06-07T15:50:05.133+00:00","http_post","call_lQYc6ZKysuna5pjhqqCI3rvM","http://127.0.1.1:8080/cells/4/2","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/4/2",,"prompt-e5546ce37a8b46d4b3e918c4b6df57c3","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","398","12","2026-06-07T15:50:07.181+00:00","http_get","call_p08pUVEWGh7hS90FUdJh8Gqq","http://127.0.1.1:8080/cells/4/2","advisory_prompt","0","0","False","False","False",,,"prompt-8b07787888024768b59670401fcde6ae","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","462","13","2026-06-07T15:50:09.187+00:00","http_post","call_WVqXutfL3Scrf5f1Kp4sEcgq","http://127.0.1.1:8080/cells/5/2","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/5/2",,"prompt-7baf43c32d4b436f920b83d92bbe876f","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","471","14","2026-06-07T15:50:11.613+00:00","http_get","call_xjgFubBzTSeifmAYrtOrfTQc","http://127.0.1.1:8080/cells/5/2","advisory_prompt","0","0","False","False","False",,,"prompt-c7b65c89da6f467a9159a030decc84a9","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","535","15","2026-06-07T15:50:17.015+00:00","http_post","call_Ox5nayHJQOU2beSULBNr3XDV","http://127.0.1.1:8080/cells/6/2","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/6/2",,"prompt-5ae0e243494d46bbb3caf3ed46fe7577","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","544","16","2026-06-07T15:50:19.033+00:00","http_get","call_jWgiLngl2zLxGYSWuAAZQzgL","http://127.0.1.1:8080/cells/6/2","advisory_prompt","0","0","False","False","False",,,"prompt-5a098e441ba64435abdf582c53099f0a","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","608","17","2026-06-07T15:50:20.611+00:00","http_post","call_3eidndNFvimjlc4uoo2EDHYf","http://127.0.1.1:8080/cells/7/2","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/7/2",,"prompt-1bfe7cf4e2144d6882353b625cb929b7","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","617","18","2026-06-07T15:50:22.768+00:00","http_get","call_0X2e9hW1xbfxWleaYrm1lk3s","http://127.0.1.1:8080/cells/7/2","advisory_prompt","0","0","False","False","False",,,"prompt-14aedc6de53c423cb4bcd9aa5cebdf8d","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","681","19","2026-06-07T15:50:24.521+00:00","http_post","call_zNSexiSHxskWDSgTtXJQBQ7T","http://127.0.1.1:8080/cells/7/3","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/7/3",,"prompt-85bf1b0f65d940b199915b248107710e","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","690","20","2026-06-07T15:50:26.753+00:00","http_get","call_JhMiz8h00SHziD4XVBWPnUFt","http://127.0.1.1:8080/cells/7/3","advisory_prompt","0","0","False","False","False",,,"prompt-a3db6e4bebda42009acea53ef1e14623","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","754","21","2026-06-07T15:50:28.273+00:00","http_post","call_7VMFzT7aUTMWImnXsPDQDKlF","http://127.0.1.1:8080/cells/7/4","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/7/4",,"prompt-797e054c7ba04e7cbe335cefa35b2374","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","763","22","2026-06-07T15:50:30.880+00:00","http_get","call_dojWLnr0UjGzEtmApXREIM3L","http://127.0.1.1:8080/cells/7/4","advisory_prompt","0","0","False","False","False",,,"prompt-20ea251634c34e23a7318cb68a8aaec6","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","827","23","2026-06-07T15:50:33.334+00:00","http_post","call_Jzy8RTv46UmlFdB08WVvBOKS","http://127.0.1.1:8080/cells/8/4","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/8/4",,"prompt-612950adeecb4803b48da681b818e252","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","836","24","2026-06-07T15:50:35.545+00:00","http_get","call_3utIfLjS2UkRhjSus3ZmMb4I","http://127.0.1.1:8080/cells/8/4","advisory_prompt","0","0","False","False","False",,,"prompt-3765a056eced498c935f12e3688fcafd","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","900","25","2026-06-07T15:50:37.062+00:00","http_post","call_QJjLHXNgdFuZn8BD7C7zQFXI","http://127.0.1.1:8080/cells/8/5","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/8/5",,"prompt-fa7c90af0d5940de8c4b9501b643ca12","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","909","26","2026-06-07T15:50:39.212+00:00","http_get","call_AXlE5nr436CKMqw5cQRlEmcH","http://127.0.1.1:8080/cells/8/5","advisory_prompt","0","0","False","False","False",,,"prompt-14be80c1101340eb895f5f498273162a","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","973","27","2026-06-07T15:50:41.027+00:00","http_post","call_Cg7utCWencUsZ7qIpT5nGhXL","http://127.0.1.1:8080/cells/8/6","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/8/6",,"prompt-a7dfd802173b4e578e86c0a39d7fbf9d","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","982","28","2026-06-07T15:50:43.708+00:00","http_get","call_e3iwhyLnVDO2PAVeFzUhcewy","http://127.0.1.1:8080/cells/8/6","advisory_prompt","0","0","False","False","False",,,"prompt-a5663a06d40644d5ae11e52895371e83","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1046","29","2026-06-07T15:50:45.766+00:00","http_post","call_yQOJzRmxRqSsVw0PJVMEPSVT","http://127.0.1.1:8080/cells/9/6","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/9/6",,"prompt-604f8ed651834cd48683be64d0c75321","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1055","30","2026-06-07T15:50:48.142+00:00","http_get","call_inziqz6TsteMRuJjLRMWEETA","http://127.0.1.1:8080/cells/9/6","advisory_prompt","0","0","False","False","False",,,"prompt-eaf5bdd3b8fe44349575346fdfc66afa","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1119","31","2026-06-07T15:50:49.540+00:00","http_post","call_D5gRVyMAabdwzdmEaWUNrVvC","http://127.0.1.1:8080/cells/10/6","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/10/6",,"prompt-504ad505262d4685b814b6e463252e10","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1128","32","2026-06-07T15:50:51.894+00:00","http_get","call_jpKRbhr2aPJocY8Xb2cPCS8i","http://127.0.1.1:8080/cells/10/6","advisory_prompt","0","0","False","False","False",,,"prompt-60c2137bd265475dbf4d718c9e447acf","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1192","33","2026-06-07T15:50:53.728+00:00","http_post","call_8UxVRKp0E3tLBnpDMOGx11ze","http://127.0.1.1:8080/cells/11/6","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/11/6",,"prompt-d9857fdf6fa94f7489ddbc395a4bd8d5","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1201","34","2026-06-07T15:50:56.168+00:00","http_get","call_dGt10p3bIb9eZJ5Sok5IkF5c","http://127.0.1.1:8080/cells/11/6","advisory_prompt","0","0","False","False","False",,,"prompt-c6d88bd164c04c718ebb16a2efd439c3","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1265","35","2026-06-07T15:50:57.862+00:00","http_post","call_2YDWZ7vnEQaKQtemTdpu1Lai","http://127.0.1.1:8080/cells/11/5","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/11/5",,"prompt-2a6c6e620a15479d8bba99c93e20f43b","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1274","36","2026-06-07T15:51:03.463+00:00","http_get","call_ZsqfS3DyRkKkiqhyy8HclQwe","http://127.0.1.1:8080/cells/11/5","advisory_prompt","0","0","False","False","False",,,"prompt-3b8d426b608b42748624ff1ce68fd0b7","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1338","37","2026-06-07T15:51:05.261+00:00","http_post","call_lN07YQmMr7m4fL8zAfWq8wiX","http://127.0.1.1:8080/cells/12/5","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/12/5",,"prompt-bd27d6186b094a22a7dc498b144fcb4a","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1347","38","2026-06-07T15:51:07.478+00:00","http_get","call_A4jsYaQwUIIW4GT9gqFFORIK","http://127.0.1.1:8080/cells/12/5","advisory_prompt","0","0","False","False","False",,,"prompt-fcaff7abc3ea4729bba779083f600311","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1362","39","2026-06-07T15:51:09.251+00:00","http_post","call_GCdjbZbxfc7fuI8zffyoT2d4","http://127.0.1.1:8080/cells/12/5","advisory_prompt","0","0","False","False","False",,,"prompt-ac1a5e1b7eed4130afebbf9b2405fef6","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1377","40","2026-06-07T15:51:11.693+00:00","escalate_to_contingency_ccrs","call_6Q9hOgUT5cVKYdZipLrfUKFR",,"advisory_prompt","0","0","False","False","False",,,"prompt-9615beae9bfb4b2ea7ccbcd55edf52a7","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1587","41","2026-06-07T15:51:14.307+00:00","http_post","call_YCqSG7dHZnsOsfGl1XjnjhoO","http://127.0.1.1:8080/cells/12/5","advisory_prompt","0","0","False","False","False",,,"prompt-ab5d7074aa124bc08da67eac68d36bdc","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1596","42","2026-06-07T15:51:29.328+00:00","http_get","call_0J3yRbq8iEvbop8nMusWQE1U","http://127.0.1.1:8080/cells/12/5","advisory_prompt","0","0","False","False","False",,,"prompt-5c1a4541ed3f4741ae78c79b6213c1c1","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1660","43","2026-06-07T15:51:30.884+00:00","http_get","call_DATs5w4gxevP5Qm8xcJcGQdJ","http://127.0.1.1:8080/cells/13/5","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/13/5",,"prompt-897def042dbc4a8886eaaec4420c4957","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1675","44","2026-06-07T15:51:33.549+00:00","http_get","call_Qw4KDseFjKHAXYENMlN5HOwe","http://127.0.1.1:8080/cells/12/5","advisory_prompt","0","0","False","False","False",,,"prompt-9bf47acd8b3e472bafc520172f73ebae","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1739","45","2026-06-07T15:51:35.168+00:00","http_get","call_7Un2FOBjWF4AnxHSxD3CmSOM","http://127.0.1.1:8080/cells/12/5","advisory_prompt","1","0","False","False","False","http://127.0.1.1:8080/cells/13/5",,"prompt-12a373ccbbb94a8d8e40b6a528cf79d7","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1803","46","2026-06-07T15:51:37.115+00:00","http_get","call_DaC0eHX9IgRLChUwmaXuPBnS","http://127.0.1.1:8080/cells/13/5","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/13/5",,"prompt-dd5e0ee95223411dbb3c74a766df5e5f","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1818","47","2026-06-07T15:51:39.211+00:00","http_get","call_OsQeG5ibJ4vNAZa1Ps21aAmm","http://127.0.1.1:8080/cells/12/5","advisory_prompt","0","0","False","False","False",,,"prompt-5b7db41fc046435482f6895f53e4be85","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1882","48","2026-06-07T15:51:41.152+00:00","http_get","call_FRZG0VYqEGSwdbnUHeYqzTX7","http://127.0.1.1:8080/cells/12/5","advisory_prompt","1","0","False","False","False","http://127.0.1.1:8080/cells/13/5",,"prompt-a9730dad5470445e9edc070efcb83e70","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1946","49","2026-06-07T15:51:43.042+00:00","http_get","call_uuQHPnfxcPMSq0179xD0pHIo","http://127.0.1.1:8080/cells/13/5","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/13/5",,"prompt-3dfe31e4dc5941229ec43b275ceb47e6","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1961","50","2026-06-07T15:51:44.927+00:00","http_post","call_EwEgi6gVvKDgPPOOybaGaZCI","http://127.0.1.1:8080/cells/13/5","advisory_prompt","0","0","False","False","False",,,"prompt-12ba6a201b064ecc9f7cd6699fd334df","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1970","51","2026-06-07T15:51:47.547+00:00","http_get","call_IS9AWUaWglzWYkk34z0Eez2y","http://127.0.1.1:8080/cells/13/5","advisory_prompt","0","0","False","False","False",,,"prompt-cbfac56f34f3422aa8bfc26fe7701bcf","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2037","52","2026-06-07T15:51:49.390+00:00","http_get","call_OPo9Wgffx8Y31w6E4xpMSrqt","http://127.0.1.1:8080/cells/14/5","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/14/5",,"prompt-bca85cb275724927bf984531b4fa1643","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2052","53","2026-06-07T15:51:51.646+00:00","http_get","call_F6l7LJYFqxwptI7G6BlmmOnu","http://127.0.1.1:8080/cells/14/5","advisory_prompt","0","0","False","False","False",,,"prompt-5f820e6e8c0a45d495e4b80fc031d4e0","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2067","54","2026-06-07T15:51:53.456+00:00","http_get","call_GXSiRQOn5uCzqIbWRJ0yZIYh","http://127.0.1.1:8080/cells/13/5","advisory_prompt","0","0","False","False","False",,,"prompt-427bdb7cf4cc4130a7e67653b1e2d687","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2134","55","2026-06-07T15:52:05.184+00:00","http_get","call_sBldYlEbBPcCL24Xov2QxnLY","http://127.0.1.1:8080/cells/14/5","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/14/5",,"prompt-e918bc5cecb847c9a70217014fadb50f","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2149","56","2026-06-07T15:52:07.155+00:00","http_get","call_xrrvZl0LJyq77ndGQfXCsi4q","http://127.0.1.1:8080/cells/13/6","advisory_prompt","0","0","False","False","False",,,"prompt-2a0bd98d842d4a4fb3488a492b3efae2","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2164","57","2026-06-07T15:52:13.121+00:00","http_get","call_YRJHrdirU4rHkgj9tVujwj8H","http://127.0.1.1:8080/cells/13/5","advisory_prompt","0","0","False","False","False",,,"prompt-b972b7c960534b66bdbabedaa30fa25f","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2231","58","2026-06-07T15:52:14.904+00:00","http_get","call_0o6ThLzTsVoMoxPSL8O2KqHh","http://127.0.1.1:8080/cells/14/5","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/14/5",,"prompt-58399a8993bd4c0f930775c7d5884734","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2246","59","2026-06-07T15:52:17.751+00:00","http_get","call_uh6PXO4FwUpGLMeqQ4S6LUOp","http://127.0.1.1:8080/maze","advisory_prompt","0","0","False","False","False",,,"prompt-228b18e88ba14243afa36c94a15cc4da","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2261","60","2026-06-07T15:52:27.387+00:00","http_get","call_5DA7yqkDArVRVibvoNNaQY86","http://127.0.1.1:8080/cells/14/5","advisory_prompt","0","0","False","False","False",,,"prompt-43139aff006049d5b1dbb1853fa03b6e","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2276","61","2026-06-07T15:52:29.155+00:00","http_get","call_RcHCbLU5s5cJZcIIBoEe9pZB","http://127.0.1.1:8080/cells/13/5","advisory_prompt","0","0","False","False","False",,,"prompt-7af00a341d114452b7ae0538696a3f9c","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2343","62","2026-06-07T15:52:30.917+00:00","http_get","call_9nVKMP1zyF19mUJFswpm2IMu","http://127.0.1.1:8080/cells/14/5","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/14/5",,"prompt-d2324133e1ce4d79b7732fdfe9ae2cc9","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2358","63","2026-06-07T15:52:32.641+00:00","http_get","call_WvezZ39eJHxh7YdkDN7kaH21","http://127.0.1.1:8080/cells/14/5","advisory_prompt","0","0","False","False","False",,,"prompt-97206fa0574444f8a750c0f57c50bbab","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2373","64","2026-06-07T15:52:34.342+00:00","http_get","call_jsqCbMmVrDehtZUosIDOgJjn","http://127.0.1.1:8080/cells/13/6","advisory_prompt","0","0","False","False","False",,,"prompt-a6f3d5585d634334a98e9aee4db2b1a4","selection_event"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2388","65","2026-06-07T15:52:36.039+00:00","http_get","call_ZEG1LAypmMzHDMrdzSv5RCls","http://127.0.1.1:8080/cells/13/5","advisory_prompt","0","0","False","False","False",,,"prompt-4d253668c28c4429b59e670adfb4c492","selection_event"
