"batch_id","run_id","agent_name","file","line","react_event","invocation","cycle","cycle_timestamp","strategy_id","trace_id","top_action","stop","reason","target","situation_type","trigger","current_resource","target_resource","failed_action","evaluations","suggestions","no_help","opportunistic_guidance","result_type","action_type","action_target","confidence","evaluation_time_ms","has_opportunistic_guidance","no_help_reason","rationale","matched_entries","active_entries"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","796","react.ccrs.contingency.escalation.considered","","21",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","797","react.ccrs.contingency.escalation.skipped","","21",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","808","react.ccrs.contingency.escalation.considered","","22",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","809","react.ccrs.contingency.escalation.skipped","","22",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","874","react.ccrs.contingency.escalation.considered","","23",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","875","react.ccrs.contingency.escalation.skipped","","23",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","886","react.ccrs.contingency.escalation.considered","","24",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","887","react.ccrs.contingency.escalation.skipped","","24",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","952","react.ccrs.contingency.escalation.considered","","25",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","953","react.ccrs.contingency.escalation.skipped","","25",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1018","react.ccrs.contingency.escalation.considered","","26",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1019","react.ccrs.contingency.escalation.skipped","","26",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1030","react.ccrs.contingency.escalation.considered","","27",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1031","react.ccrs.contingency.escalation.skipped","","27",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1096","react.ccrs.contingency.escalation.considered","","28",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1097","react.ccrs.contingency.escalation.skipped","","28",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1108","react.ccrs.contingency.escalation.considered","","29",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1109","react.ccrs.contingency.escalation.skipped","","29",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1174","react.ccrs.contingency.escalation.considered","","30",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1175","react.ccrs.contingency.escalation.skipped","","30",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1186","react.ccrs.contingency.escalation.considered","","31",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1187","react.ccrs.contingency.escalation.skipped","","31",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1252","react.ccrs.contingency.escalation.considered","","32",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1253","react.ccrs.contingency.escalation.skipped","","32",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1318","react.ccrs.contingency.escalation.considered","","33",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1319","react.ccrs.contingency.escalation.skipped","","33",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1330","react.ccrs.contingency.escalation.considered","","34",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1331","react.ccrs.contingency.escalation.skipped","","34",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1396","react.ccrs.contingency.escalation.considered","","35",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1397","react.ccrs.contingency.escalation.skipped","","35",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1462","react.ccrs.contingency.escalation.considered","","36",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1463","react.ccrs.contingency.escalation.skipped","","36",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1528","react.ccrs.contingency.escalation.considered","","37",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1529","react.ccrs.contingency.escalation.skipped","","37",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1540","react.ccrs.contingency.escalation.considered","","38",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1541","react.ccrs.contingency.escalation.skipped","","38",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1606","react.ccrs.contingency.escalation.considered","","39",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1607","react.ccrs.contingency.escalation.skipped","","39",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1618","react.ccrs.contingency.escalation.considered","","40",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1619","react.ccrs.contingency.escalation.skipped","","40",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1684","react.ccrs.contingency.escalation.considered","","41",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1685","react.ccrs.contingency.escalation.skipped","","41",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1750","react.ccrs.contingency.escalation.considered","","42",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1751","react.ccrs.contingency.escalation.skipped","","42",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1816","react.ccrs.contingency.escalation.considered","","43",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1817","react.ccrs.contingency.escalation.skipped","","43",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1882","react.ccrs.contingency.escalation.considered","","44",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1883","react.ccrs.contingency.escalation.skipped","","44",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1948","react.ccrs.contingency.escalation.considered","","45",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1949","react.ccrs.contingency.escalation.skipped","","45",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","2014","react.ccrs.contingency.escalation.considered","","46",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","2015","react.ccrs.contingency.escalation.skipped","","46",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","2080","react.ccrs.contingency.escalation.considered","","47",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","2081","react.ccrs.contingency.escalation.skipped","","47",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","2092","react.ccrs.contingency.escalation.considered","","48",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","2093","react.ccrs.contingency.escalation.skipped","","48",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","2158","react.ccrs.contingency.escalation.considered","","49",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","2159","react.ccrs.contingency.escalation.skipped","","49",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","2175","react.ccrs.contingency.escalation.considered","","50",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","2176","react.ccrs.contingency.escalation.skipped","","50",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","2241","react.ccrs.contingency.escalation.considered","","51",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","2242","react.ccrs.contingency.escalation.skipped","","51",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","2307","react.ccrs.contingency.escalation.considered","","52",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","2308","react.ccrs.contingency.escalation.skipped","","52",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","2373","react.ccrs.contingency.escalation.considered","","53",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","2374","react.ccrs.contingency.escalation.skipped","","53",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","2439","react.ccrs.contingency.escalation.considered","","54",,,,,,,,,,,,,,,,,"","","","","","","","",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","2440","react.ccrs.contingency.escalation.skipped","","54",,,,,,"no_escalation_condition_met",,,,,,,,,,,"","","","","","","","",,
