"batch_id","run_id","agent_name","file","line","react_event","cycle","cycle_timestamp","tool_call_id","tool_name","target","type","pattern_id","utility","entries","reason"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","286","react.ccrs.opportunistic.detected","9","2026-06-25T12:19:36.278+00:00","call_1wNd8zRlIl2uSmQhxjidQLGJ","http_get","http://127.0.1.1:8080/cells/3/2","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","287","react.ccrs.opportunistic.cycle_annotations","9","2026-06-25T12:19:36.278+00:00","call_1wNd8zRlIl2uSmQhxjidQLGJ","http_get",,,,,"1",
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","345","react.ccrs.opportunistic.evaluate","10","2026-06-25T12:19:38.986+00:00","call_GUaQIiBdsBgi449PXxZyzMcL","http_post",,,,,,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","347","react.ccrs.opportunistic.skipped","10","2026-06-25T12:19:38.986+00:00","call_GUaQIiBdsBgi449PXxZyzMcL","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","356","react.ccrs.opportunistic.evaluate","11","2026-06-25T12:19:40.955+00:00","call_PqEde8dMtpQnWYi8yfD2hn3z","http_get",,,,,,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","359","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","364","react.ccrs.opportunistic.detected","11","2026-06-25T12:19:40.955+00:00","call_PqEde8dMtpQnWYi8yfD2hn3z","http_get","http://127.0.1.1:8080/cells/4/2","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","365","react.ccrs.opportunistic.cycle_annotations","11","2026-06-25T12:19:40.955+00:00","call_PqEde8dMtpQnWYi8yfD2hn3z","http_get",,,,,"1",
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","423","react.ccrs.opportunistic.evaluate","12","2026-06-25T12:19:44.081+00:00","call_2VJJ81h1fSHlt9BVPD0uaCv6","http_post",,,,,,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","425","react.ccrs.opportunistic.skipped","12","2026-06-25T12:19:44.081+00:00","call_2VJJ81h1fSHlt9BVPD0uaCv6","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","434","react.ccrs.opportunistic.evaluate","13","2026-06-25T12:19:46.960+00:00","call_f0DtEmtwptOlNf2P8HDWHg2W","http_get",,,,,,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","437","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","442","react.ccrs.opportunistic.detected","13","2026-06-25T12:19:46.960+00:00","call_f0DtEmtwptOlNf2P8HDWHg2W","http_get","http://127.0.1.1:8080/cells/5/2","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","443","react.ccrs.opportunistic.cycle_annotations","13","2026-06-25T12:19:46.960+00:00","call_f0DtEmtwptOlNf2P8HDWHg2W","http_get",,,,,"1",
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","501","react.ccrs.opportunistic.evaluate","14","2026-06-25T12:19:51.061+00:00","call_IF2a7zoMc7BEOaGm0Aq5qSW3","http_post",,,,,,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","503","react.ccrs.opportunistic.skipped","14","2026-06-25T12:19:51.061+00:00","call_IF2a7zoMc7BEOaGm0Aq5qSW3","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","512","react.ccrs.opportunistic.evaluate","15","2026-06-25T12:19:52.878+00:00","call_GRIaSOhNU3jojSnvAegNZrHB","http_get",,,,,,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","515","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","520","react.ccrs.opportunistic.detected","15","2026-06-25T12:19:52.878+00:00","call_GRIaSOhNU3jojSnvAegNZrHB","http_get","http://127.0.1.1:8080/cells/6/2","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","521","react.ccrs.opportunistic.cycle_annotations","15","2026-06-25T12:19:52.878+00:00","call_GRIaSOhNU3jojSnvAegNZrHB","http_get",,,,,"1",
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","579","react.ccrs.opportunistic.evaluate","16","2026-06-25T12:19:58.727+00:00","call_0LRYh2baxZEfRQP8Hnq4yBUA","http_post",,,,,,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","581","react.ccrs.opportunistic.skipped","16","2026-06-25T12:19:58.727+00:00","call_0LRYh2baxZEfRQP8Hnq4yBUA","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","590","react.ccrs.opportunistic.evaluate","17","2026-06-25T12:20:00.781+00:00","call_NlDnt3gto1dLQKtGCT3q9jee","http_get",,,,,,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","593","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","598","react.ccrs.opportunistic.detected","17","2026-06-25T12:20:00.781+00:00","call_NlDnt3gto1dLQKtGCT3q9jee","http_get","http://127.0.1.1:8080/cells/7/2","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","599","react.ccrs.opportunistic.cycle_annotations","17","2026-06-25T12:20:00.781+00:00","call_NlDnt3gto1dLQKtGCT3q9jee","http_get",,,,,"1",
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","657","react.ccrs.opportunistic.evaluate","18","2026-06-25T12:20:04.002+00:00","call_DRotz3a3NjOV6eEKZTEwEoOo","http_post",,,,,,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","659","react.ccrs.opportunistic.skipped","18","2026-06-25T12:20:04.002+00:00","call_DRotz3a3NjOV6eEKZTEwEoOo","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","668","react.ccrs.opportunistic.evaluate","19","2026-06-25T12:20:07.288+00:00","call_XFYh3OqOxWfIUUiqmfx1jytu","http_get",,,,,,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","671","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","676","react.ccrs.opportunistic.detected","19","2026-06-25T12:20:07.288+00:00","call_XFYh3OqOxWfIUUiqmfx1jytu","http_get","http://127.0.1.1:8080/cells/7/3","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","677","react.ccrs.opportunistic.cycle_annotations","19","2026-06-25T12:20:07.288+00:00","call_XFYh3OqOxWfIUUiqmfx1jytu","http_get",,,,,"1",
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","734","react.ccrs.opportunistic.evaluate","20","2026-06-25T12:20:13.310+00:00","call_yr795TQjZJQwVf13wOwjiGY7","http_get",,,,,,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","737","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","742","react.ccrs.opportunistic.detected","20","2026-06-25T12:20:13.310+00:00","call_yr795TQjZJQwVf13wOwjiGY7","http_get","http://127.0.1.1:8080/cells/7/3","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","743","react.ccrs.opportunistic.cycle_annotations","20","2026-06-25T12:20:13.310+00:00","call_yr795TQjZJQwVf13wOwjiGY7","http_get",,,,,"1",
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","801","react.ccrs.opportunistic.evaluate","21","2026-06-25T12:20:16.564+00:00","call_q5hs5CwZpUGrf0jleBX3jMEs","http_post",,,,,,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","803","react.ccrs.opportunistic.skipped","21","2026-06-25T12:20:16.564+00:00","call_q5hs5CwZpUGrf0jleBX3jMEs","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","812","react.ccrs.opportunistic.evaluate","22","2026-06-25T12:20:18.948+00:00","call_LGHZd2SQnt4CevxtEI3x6Le4","http_get",,,,,,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","815","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","820","react.ccrs.opportunistic.detected","22","2026-06-25T12:20:18.948+00:00","call_LGHZd2SQnt4CevxtEI3x6Le4","http_get","http://127.0.1.1:8080/cells/7/4","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","821","react.ccrs.opportunistic.cycle_annotations","22","2026-06-25T12:20:18.948+00:00","call_LGHZd2SQnt4CevxtEI3x6Le4","http_get",,,,,"1",
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","879","react.ccrs.opportunistic.evaluate","23","2026-06-25T12:20:22.501+00:00","call_sp03lEUMpuBgn8MqeAK792kY","http_post",,,,,,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","881","react.ccrs.opportunistic.skipped","23","2026-06-25T12:20:22.501+00:00","call_sp03lEUMpuBgn8MqeAK792kY","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","890","react.ccrs.opportunistic.evaluate","24","2026-06-25T12:20:24.686+00:00","call_NLuZ3163DNXaSIcGOlN3dpIw","http_get",,,,,,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","893","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","898","react.ccrs.opportunistic.detected","24","2026-06-25T12:20:24.686+00:00","call_NLuZ3163DNXaSIcGOlN3dpIw","http_get","http://127.0.1.1:8080/cells/8/4","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","899","react.ccrs.opportunistic.cycle_annotations","24","2026-06-25T12:20:24.686+00:00","call_NLuZ3163DNXaSIcGOlN3dpIw","http_get",,,,,"1",
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","956","react.ccrs.opportunistic.evaluate","25","2026-06-25T12:20:26.967+00:00","call_OQT0jrPwQ9unsEVwsMNuV8dM","http_get",,,,,,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","959","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","964","react.ccrs.opportunistic.detected","25","2026-06-25T12:20:26.967+00:00","call_OQT0jrPwQ9unsEVwsMNuV8dM","http_get","http://127.0.1.1:8080/cells/8/4","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","965","react.ccrs.opportunistic.cycle_annotations","25","2026-06-25T12:20:26.967+00:00","call_OQT0jrPwQ9unsEVwsMNuV8dM","http_get",,,,,"1",
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1023","react.ccrs.opportunistic.evaluate","26","2026-06-25T12:20:30.098+00:00","call_GBOKDzCoNZxrc7suoiU6e6NK","http_post",,,,,,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1025","react.ccrs.opportunistic.skipped","26","2026-06-25T12:20:30.098+00:00","call_GBOKDzCoNZxrc7suoiU6e6NK","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1034","react.ccrs.opportunistic.evaluate","27","2026-06-25T12:20:32.191+00:00","call_ZdQN1U9zyP3kNqEl9W8w6rPO","http_get",,,,,,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1037","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1042","react.ccrs.opportunistic.detected","27","2026-06-25T12:20:32.191+00:00","call_ZdQN1U9zyP3kNqEl9W8w6rPO","http_get","http://127.0.1.1:8080/cells/8/5","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1043","react.ccrs.opportunistic.cycle_annotations","27","2026-06-25T12:20:32.191+00:00","call_ZdQN1U9zyP3kNqEl9W8w6rPO","http_get",,,,,"1",
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1101","react.ccrs.opportunistic.evaluate","28","2026-06-25T12:20:36.056+00:00","call_9MHqs85oS3X3yKsYcALKsNVY","http_post",,,,,,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1103","react.ccrs.opportunistic.skipped","28","2026-06-25T12:20:36.056+00:00","call_9MHqs85oS3X3yKsYcALKsNVY","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1112","react.ccrs.opportunistic.evaluate","29","2026-06-25T12:20:38.288+00:00","call_t0qCgiXCV5ywIDpz7TTeb1wu","http_get",,,,,,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1115","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1120","react.ccrs.opportunistic.detected","29","2026-06-25T12:20:38.288+00:00","call_t0qCgiXCV5ywIDpz7TTeb1wu","http_get","http://127.0.1.1:8080/cells/8/6","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1121","react.ccrs.opportunistic.cycle_annotations","29","2026-06-25T12:20:38.288+00:00","call_t0qCgiXCV5ywIDpz7TTeb1wu","http_get",,,,,"1",
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1179","react.ccrs.opportunistic.evaluate","30","2026-06-25T12:20:42.139+00:00","call_lHVIcmGsCcNtEwrKU0GL5dsk","http_post",,,,,,
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.log","1181","react.ccrs.opportunistic.skipped","30","2026-06-25T12:20:42.139+00:00","call_lHVIcmGsCcNtEwrKU0GL5dsk","http_post",,,,,,"invalid_turtle"
