"batch_id","run_id","agent_name","file","line","timestamp","java_event","prefix","message"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","17","2026-06-26 20:21:12,285","","[JAVA-CCRS]","2026-06-26 20:21:12,285 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [ContingencyCcrs] Strategy evaluation order: retry(default, L1), backtrack(default, L2), consultation(default, L3), prediction_llm(default, L4), stop(default, L0)"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","18","2026-06-26 20:21:12,286","","[JAVA-CCRS]","2026-06-26 20:21:12,286 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [StrategySelectionPolicy] Entering escalation level L1 with policy PARALLEL"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","19","2026-06-26 20:21:12,300","","[JAVA-CCRS]","2026-06-26 20:21:12,300 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [StrategySelectionPolicy] Selection gate ALLOW retry: no current recovery suggestion exists; currentBest=0.000"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","20","2026-06-26 20:21:12,301","","[JAVA-CCRS]","2026-06-26 20:21:12,301 [JAVA-CCRS] ccrs.core.contingency.strategies.internal.RetryStrategy: [Retry] Not applicable - situation type is UNCERTAINTY"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","21","2026-06-26 20:21:12,301","","[JAVA-CCRS]","2026-06-26 20:21:12,301 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [ContingencyCcrs] Applicability retry L1 -> NOT_APPLICABLE"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","22","2026-06-26 20:21:12,302","ccrs.contingency.strategy.evaluated","[CCRS-EVENT]","2026-06-26 20:21:12,302 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [CCRS-EVENT] event=ccrs.contingency.strategy.evaluated agent_id=react_ccrs_mazeV2 strategy_id=retry result_type=none confidence=null action_type=null action_target=null has_opportunistic_guidance=false no_help_reason=null rationale=null evaluation_time_ms=2"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","23","2026-06-26 20:21:12,303","","[JAVA-CCRS]","2026-06-26 20:21:12,303 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [StrategySelectionPolicy] Entering escalation level L2 with policy PARALLEL"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","24","2026-06-26 20:21:12,303","","[JAVA-CCRS]","2026-06-26 20:21:12,303 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [StrategySelectionPolicy] Selection gate ALLOW backtrack: no current recovery suggestion exists; currentBest=0.000"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","25","2026-06-26 20:21:12,304","","[JAVA-CCRS]","2026-06-26 20:21:12,304 [JAVA-CCRS] ccrs.core.contingency.strategies.internal.BacktrackStrategy: [Backtrack] Situation type not applicable: UNCERTAINTY"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","26","2026-06-26 20:21:12,304","","[JAVA-CCRS]","2026-06-26 20:21:12,304 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [ContingencyCcrs] Applicability backtrack L2 -> NOT_APPLICABLE"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","27","2026-06-26 20:21:12,304","ccrs.contingency.strategy.evaluated","[CCRS-EVENT]","2026-06-26 20:21:12,304 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [CCRS-EVENT] event=ccrs.contingency.strategy.evaluated agent_id=react_ccrs_mazeV2 strategy_id=backtrack result_type=none confidence=null action_type=null action_target=null has_opportunistic_guidance=false no_help_reason=null rationale=null evaluation_time_ms=0"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","28","2026-06-26 20:21:12,305","","[JAVA-CCRS]","2026-06-26 20:21:12,305 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [StrategySelectionPolicy] Entering escalation level L3 with policy PARALLEL"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","29","2026-06-26 20:21:12,305","","[JAVA-CCRS]","2026-06-26 20:21:12,305 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [StrategySelectionPolicy] Selection gate ALLOW consultation: no current recovery suggestion exists; currentBest=0.000"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","30","2026-06-26 20:21:12,311","","[JAVA-CCRS]","2026-06-26 20:21:12,311 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Inspecting interaction from http://127.0.1.1:8080/cells/12/5 with 36 perceived triples"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","31","2026-06-26 20:21:12,312","","[JAVA-CCRS]","2026-06-26 20:21:12,312 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Encountered peer candidate via maze:contains: http://127.0.1.1:8080/agents/react_ccrs_mazeV2"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","32","2026-06-26 20:21:12,312","","[JAVA-CCRS]","2026-06-26 20:21:12,312 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Filtering self candidate http://127.0.1.1:8080/agents/react_ccrs_mazeV2 for agentId=react_ccrs_mazeV2"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","33","2026-06-26 20:21:12,312","","[JAVA-CCRS]","2026-06-26 20:21:12,312 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Skipping non-consultable candidate: http://127.0.1.1:8080/agents/react_ccrs_mazeV2"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","34","2026-06-26 20:21:12,313","","[JAVA-CCRS]","2026-06-26 20:21:12,313 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Inspecting interaction from http://127.0.1.1:8080/cells/12/5 with 1 perceived triples"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","35","2026-06-26 20:21:12,313","","[JAVA-CCRS]","2026-06-26 20:21:12,313 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Inspecting interaction from http://127.0.1.1:8080/cells/12/5 with 36 perceived triples"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","36","2026-06-26 20:21:12,313","","[JAVA-CCRS]","2026-06-26 20:21:12,313 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Encountered peer candidate via maze:contains: http://127.0.1.1:8080/agents/react_ccrs_mazeV2"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","37","2026-06-26 20:21:12,314","","[JAVA-CCRS]","2026-06-26 20:21:12,314 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Filtering self candidate http://127.0.1.1:8080/agents/react_ccrs_mazeV2 for agentId=react_ccrs_mazeV2"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","38","2026-06-26 20:21:12,314","","[JAVA-CCRS]","2026-06-26 20:21:12,314 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Skipping non-consultable candidate: http://127.0.1.1:8080/agents/react_ccrs_mazeV2"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","39","2026-06-26 20:21:12,314","","[JAVA-CCRS]","2026-06-26 20:21:12,314 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Inspecting interaction from http://127.0.1.1:8080/cells/12/5 with 1 perceived triples"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","40","2026-06-26 20:21:12,314","","[JAVA-CCRS]","2026-06-26 20:21:12,314 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Inspecting interaction from http://127.0.1.1:8080/cells/11/5 with 21 perceived triples"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","41","2026-06-26 20:21:12,315","","[JAVA-CCRS]","2026-06-26 20:21:12,315 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Encountered peer candidate via maze:contains: http://127.0.1.1:8080/agents/react_ccrs_mazeV2"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","42","2026-06-26 20:21:12,315","","[JAVA-CCRS]","2026-06-26 20:21:12,315 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Filtering self candidate http://127.0.1.1:8080/agents/react_ccrs_mazeV2 for agentId=react_ccrs_mazeV2"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","43","2026-06-26 20:21:12,315","","[JAVA-CCRS]","2026-06-26 20:21:12,315 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Skipping non-consultable candidate: http://127.0.1.1:8080/agents/react_ccrs_mazeV2"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","44","2026-06-26 20:21:12,315","","[JAVA-CCRS]","2026-06-26 20:21:12,315 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Inspecting interaction from http://127.0.1.1:8080/cells/11/5 with 1 perceived triples"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","45","2026-06-26 20:21:12,315","","[JAVA-CCRS]","2026-06-26 20:21:12,315 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Inspecting interaction from http://127.0.1.1:8080/cells/11/6 with 21 perceived triples"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","46","2026-06-26 20:21:12,316","","[JAVA-CCRS]","2026-06-26 20:21:12,316 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Encountered peer candidate via maze:contains: http://127.0.1.1:8080/agents/react_ccrs_mazeV2"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","47","2026-06-26 20:21:12,316","","[JAVA-CCRS]","2026-06-26 20:21:12,316 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Filtering self candidate http://127.0.1.1:8080/agents/react_ccrs_mazeV2 for agentId=react_ccrs_mazeV2"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","48","2026-06-26 20:21:12,316","","[JAVA-CCRS]","2026-06-26 20:21:12,316 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Skipping non-consultable candidate: http://127.0.1.1:8080/agents/react_ccrs_mazeV2"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","49","2026-06-26 20:21:12,316","","[JAVA-CCRS]","2026-06-26 20:21:12,316 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Inspecting interaction from http://127.0.1.1:8080/cells/11/6 with 1 perceived triples"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","50","2026-06-26 20:21:12,316","","[JAVA-CCRS]","2026-06-26 20:21:12,316 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Inspecting interaction from http://127.0.1.1:8080/cells/10/6 with 21 perceived triples"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","51","2026-06-26 20:21:12,316","","[JAVA-CCRS]","2026-06-26 20:21:12,316 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Encountered peer candidate via maze:contains: http://127.0.1.1:8080/agents/react_ccrs_mazeV2"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","52","2026-06-26 20:21:12,316","","[JAVA-CCRS]","2026-06-26 20:21:12,316 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Filtering self candidate http://127.0.1.1:8080/agents/react_ccrs_mazeV2 for agentId=react_ccrs_mazeV2"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","53","2026-06-26 20:21:12,317","","[JAVA-CCRS]","2026-06-26 20:21:12,317 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Skipping non-consultable candidate: http://127.0.1.1:8080/agents/react_ccrs_mazeV2"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","54","2026-06-26 20:21:12,318","","[JAVA-CCRS]","2026-06-26 20:21:12,318 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Inspecting interaction from http://127.0.1.1:8080/cells/10/6 with 1 perceived triples"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","55","2026-06-26 20:21:12,318","","[JAVA-CCRS]","2026-06-26 20:21:12,318 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Recent agent candidates: []"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","56","2026-06-26 20:21:12,318","","[JAVA-CCRS]","2026-06-26 20:21:12,318 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Not applicable - no consultation target discovered in context"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","57","2026-06-26 20:21:12,318","","[JAVA-CCRS]","2026-06-26 20:21:12,318 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [ContingencyCcrs] Applicability consultation L3 -> NOT_APPLICABLE"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","58","2026-06-26 20:21:12,319","ccrs.contingency.strategy.evaluated","[CCRS-EVENT]","2026-06-26 20:21:12,319 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [CCRS-EVENT] event=ccrs.contingency.strategy.evaluated agent_id=react_ccrs_mazeV2 strategy_id=consultation result_type=none confidence=null action_type=null action_target=null has_opportunistic_guidance=false no_help_reason=null rationale=null evaluation_time_ms=12"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","59","2026-06-26 20:21:12,319","","[JAVA-CCRS]","2026-06-26 20:21:12,319 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [StrategySelectionPolicy] Entering escalation level L4 with policy PARALLEL"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","60","2026-06-26 20:21:12,319","","[JAVA-CCRS]","2026-06-26 20:21:12,319 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [StrategySelectionPolicy] Selection gate ALLOW prediction_llm: no current recovery suggestion exists; currentBest=0.000"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","61","2026-06-26 20:21:12,319","","[JAVA-CCRS]","2026-06-26 20:21:12,319 [JAVA-CCRS] ccrs.core.contingency.strategies.internal.prediction.PredictionLlmStrategy: [PredictionLLM] Applicable - LLM available with sufficient context"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","62","2026-06-26 20:21:12,319","","[JAVA-CCRS]","2026-06-26 20:21:12,319 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [ContingencyCcrs] Applicability prediction_llm L4 -> APPLICABLE"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","63","2026-06-26 20:21:12,320","","[JAVA-CCRS]","2026-06-26 20:21:12,320 [JAVA-CCRS] ccrs.core.contingency.strategies.internal.prediction.PredictionLlmStrategy: [PredictionLLM] Evaluating LLM prediction strategy"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","64","2026-06-26 20:21:12,456","","[JAVA-CCRS]","2026-06-26 20:21:12,456 [JAVA-CCRS] ccrs.core.contingency.strategies.internal.prediction.PredictionLlmStrategy: [PredictionLLM] Prepared context map with 8 entries"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","65","2026-06-26 20:21:12,460","","[JAVA-CCRS]","2026-06-26 20:21:12,460 [JAVA-CCRS] ccrs.core.contingency.strategies.internal.prediction.PredictionLlmStrategy: [PredictionLLM] Calling LLM for prediction..."
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","66","2026-06-26 20:21:12,460","","[JAVA-CCRS]","2026-06-26 20:21:12,460 [JAVA-CCRS] ccrs.core.contingency.strategies.internal.prediction.PredictionLlmStrategy: [PredictionLLM] Full LLM request:"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","1412","2026-06-26 20:21:22,425","","[JAVA-CCRS]","2026-06-26 20:21:22,425 [JAVA-CCRS] ccrs.core.contingency.strategies.internal.prediction.PredictionLlmStrategy: [PredictionLLM] Full LLM response:"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","1414","2026-06-26 20:21:22,430","","[JAVA-CCRS]","2026-06-26 20:21:22,430 [JAVA-CCRS] ccrs.core.contingency.strategies.internal.prediction.PredictionLlmStrategy: [PredictionLLM] LLM suggests action 'post' to 'http://127.0.1.1:8080/cells/12/5' (confidence=0.86)"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","1415","2026-06-26 20:21:22,430","","[JAVA-CCRS]","2026-06-26 20:21:22,430 [JAVA-CCRS] ccrs.core.contingency.strategies.internal.prediction.PredictionLlmStrategy: [PredictionLLM] Returning suggestion: post to 'http://127.0.1.1:8080/cells/12/5' (confidence=0.86)"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","1416","2026-06-26 20:21:22,430","","[JAVA-CCRS]","2026-06-26 20:21:22,430 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [ContingencyCcrs] prediction_llm produced suggestion with confidence 0.860"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","1417","2026-06-26 20:21:22,432","ccrs.contingency.strategy.evaluated","[CCRS-EVENT]","2026-06-26 20:21:22,432 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [CCRS-EVENT] event=ccrs.contingency.strategy.evaluated agent_id=react_ccrs_mazeV2 strategy_id=prediction_llm result_type=suggestion confidence=0.86 action_type=post action_target=http://127.0.1.1:8080/cells/12/5 has_opportunistic_guidance=false no_help_reason=null rationale=""LLM suggests: post to http://127.0.1.1:8080/cells/12/5. Reasoning: The advertised Hydra POST expects GreenKeyBodyShape, whose required SHACL path is dyn:keyValue with a string value on the target lock resource, while the previous dyn:usesKey payload did not satisf..."" evaluation_time_ms=10111"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","1418","2026-06-26 20:21:22,432","","[JAVA-CCRS]","2026-06-26 20:21:22,432 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [StrategySelectionPolicy] Entering escalation level L0 with policy PARALLEL"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.java.log","1419","2026-06-26 20:21:22,433","","[JAVA-CCRS]","2026-06-26 20:21:22,433 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [StrategySelectionPolicy] Skipping L0 (STOP) fallback because recovery suggestions already exist"
