"batch_id","run_id","agent_name","file","line","cycle","cycle_timestamp","tool_name","tool_call_id","selected_uri","selection_mode","opportunistic_count","contingency_guidance_count","followed_top_opportunistic","followed_top_contingency_guidance","followed_any_top_guidance","top_opportunistic_target","top_contingency_guidance_target","prompt_context_id","metric_quality"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","230","10","2026-06-26T18:17:20.274+00:00","http_get","call_1DgJ8jcWwoFEH4cAIobrYcUR","http://127.0.1.1:8080/cells/3/2","advisory_prompt","0","0","False","False","False",,,"prompt-5644049360734a6fa270b2927291ec62","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","266","11","2026-06-26T18:17:24.136+00:00","http_post","call_X2GPCklwU1FEUkZ3Bb8WP30p","http://127.0.1.1:8080/cells/4/2","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/4/2",,"prompt-aa9f34d9b18d43d7bb836a7c81a45a34","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","278","12","2026-06-26T18:17:27.656+00:00","http_get","call_ZWsONKz0SAvD72jiJjY9Eoqw","http://127.0.1.1:8080/cells/4/2","advisory_prompt","0","0","False","False","False",,,"prompt-9022833b8e3848aca3ad63b6c220e38e","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","314","13","2026-06-26T18:17:30.236+00:00","http_post","call_LV5vmUbkitTvL8JiTj4rXnzt","http://127.0.1.1:8080/cells/5/2","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/5/2",,"prompt-aec38471e0d843f782e3d428fec0d54f","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","326","14","2026-06-26T18:17:33.191+00:00","http_get","call_MDosGYGnfwM2e0Ehl7pYOSU9","http://127.0.1.1:8080/cells/5/2","advisory_prompt","0","0","False","False","False",,,"prompt-7d315d45228744dc90d8288930cfe988","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","362","15","2026-06-26T18:17:35.669+00:00","http_post","call_VAbITlbjeAi1dKkzsUyuwarS","http://127.0.1.1:8080/cells/6/2","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/6/2",,"prompt-8d5000cb0f5f4b9489a64dd05311c346","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","374","16","2026-06-26T18:17:38.493+00:00","http_get","call_2th2LUcZprQKEPBoLt78XtWS","http://127.0.1.1:8080/cells/6/2","advisory_prompt","0","0","False","False","False",,,"prompt-1800072917f9433e95c6460a3967bc30","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","410","17","2026-06-26T18:17:40.960+00:00","http_post","call_WFckAFwDkFgJpNYHGF7571Tb","http://127.0.1.1:8080/cells/7/2","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/7/2",,"prompt-7974ef5805bf4b4db75150ba5067442b","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","422","18","2026-06-26T18:17:43.905+00:00","http_get","call_l1XP68N0cCiiaU5qxPPOtbes","http://127.0.1.1:8080/cells/7/2","advisory_prompt","0","0","False","False","False",,,"prompt-d9ff26eacae64ebaa274c3c71c0b04bc","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","458","19","2026-06-26T18:17:46.162+00:00","http_post","call_S3FYTS3OkypfWVUz0Tf2roek","http://127.0.1.1:8080/cells/7/3","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/7/3",,"prompt-fe35e7d9f5b344ea9b546e98adbee6ef","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","470","20","2026-06-26T18:17:49.266+00:00","http_get","call_IarC3YwbmudDSM8OQcJqTYhx","http://127.0.1.1:8080/cells/7/3","advisory_prompt","0","0","False","False","False",,,"prompt-2614f3924c304d08bef43565aae80fc3","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","506","21","2026-06-26T18:17:51.739+00:00","http_post","call_7OK1WXI2rgaFggHlFYzajgu6","http://127.0.1.1:8080/cells/7/4","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/7/4",,"prompt-2942c80e938a4d93ac1e83066f13f769","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","518","22","2026-06-26T18:17:54.877+00:00","http_get","call_RF6TSSma9oHsZVzXaQ90xTnw","http://127.0.1.1:8080/cells/7/4","advisory_prompt","0","0","False","False","False",,,"prompt-2573b68de7de4abf9bb30b808bc558d3","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","554","23","2026-06-26T18:17:57.231+00:00","http_post","call_NeJMX5eH7OGDi8L8hVJKE6ZH","http://127.0.1.1:8080/cells/8/4","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/8/4",,"prompt-9abc7f6ae2584c219e905c52b7731612","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","566","24","2026-06-26T18:18:03.311+00:00","http_get","call_5zSLbPMv05AUd1jlTstH42eX","http://127.0.1.1:8080/cells/8/4","advisory_prompt","0","0","False","False","False",,,"prompt-cfbacf0c9ccb47fbb0c694ed1d797326","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","602","25","2026-06-26T18:18:05.794+00:00","http_post","call_SZ71khfhGOQKHbT3fEvOiuxC","http://127.0.1.1:8080/cells/8/5","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/8/5",,"prompt-5fc2950e996d4900861f1f2582a6b77a","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","614","26","2026-06-26T18:18:08.779+00:00","http_get","call_gGeV2rWzxKhtewQ7RSVIIAsb","http://127.0.1.1:8080/cells/8/5","advisory_prompt","0","0","False","False","False",,,"prompt-9577000fa6f045b98a9cc40f3cddaf7e","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","650","27","2026-06-26T18:18:11.318+00:00","http_post","call_bLhxfj31PfeDSasYzZWXEKYi","http://127.0.1.1:8080/cells/8/6","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/8/6",,"prompt-ace240dd9d224e5eb6b6133ac957457f","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","662","28","2026-06-26T18:18:14.352+00:00","http_get","call_yl4dgkjHEP24hSQcNTVlYTzY","http://127.0.1.1:8080/cells/8/6","advisory_prompt","0","0","False","False","False",,,"prompt-1e9a1d4c6f48409aaafaad4820874f1f","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","698","29","2026-06-26T18:18:16.663+00:00","http_post","call_gd0nZ5lr1FbPegjdGKzzaHdB","http://127.0.1.1:8080/cells/9/6","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/9/6",,"prompt-04e794a2eaa64884a99f570ce9866c3f","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","710","30","2026-06-26T18:18:20.613+00:00","http_get","call_ZBNbzgY32Q6Z40nvjo9UjhRP","http://127.0.1.1:8080/cells/9/6","advisory_prompt","0","0","False","False","False",,,"prompt-b35e354b5b424213a9b265ca279b9bd4","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","746","31","2026-06-26T18:18:22.947+00:00","http_post","call_0nXpMt45tPbfUdQ4ifVoq9kU","http://127.0.1.1:8080/cells/10/6","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/10/6",,"prompt-3be2e1112d7e4d51a47e66dfe07df6f9","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","758","32","2026-06-26T18:18:26.114+00:00","http_get","call_yXa7Bv4n1r6Hl6KgUwU4Wo3H","http://127.0.1.1:8080/cells/10/6","advisory_prompt","0","0","False","False","False",,,"prompt-48e65fd460344a269f98efc7b4730444","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","794","33","2026-06-26T18:18:28.667+00:00","http_post","call_dKSPVbP4Q9aogfzqVUsm3DhO","http://127.0.1.1:8080/cells/11/6","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/11/6",,"prompt-8e36455da636452bb1ddb65280290b6e","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","806","34","2026-06-26T18:18:33.148+00:00","http_get","call_MWcjUSdna8g0HjGwRDP3q4b3","http://127.0.1.1:8080/cells/11/6","advisory_prompt","0","0","False","False","False",,,"prompt-e0624c8ad97047589d429760e91ba75a","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","842","35","2026-06-26T18:18:36.775+00:00","http_post","call_OIRrNlJf7XYlsXvBi0cdjBda","http://127.0.1.1:8080/cells/11/5","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/11/5",,"prompt-8999b70dc19b4f739afe307064696596","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","854","36","2026-06-26T18:18:40.542+00:00","http_get","call_trXxbOhcAMxubTNx0tGnFqd9","http://127.0.1.1:8080/cells/11/5","advisory_prompt","0","0","False","False","False",,,"prompt-78ad78546e784027a66f17b9049f3d12","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","890","37","2026-06-26T18:18:43.040+00:00","http_post","call_WRAQIIAeIpTbROuhoXQB1e9K","http://127.0.1.1:8080/cells/12/5","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/12/5",,"prompt-f29af1b0a153466c968fb885914bdce3","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","902","38","2026-06-26T18:18:46.645+00:00","http_get","call_eb1Y2XQusvVeHxAY7MosGt9r","http://127.0.1.1:8080/cells/12/5","advisory_prompt","0","0","False","False","False",,,"prompt-a7c22e7d09cb49da9cb9c712b41498c8","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","920","39","2026-06-26T18:18:50.214+00:00","http_post","call_qSAvBaQfasbCe3oKJV2s83Nw","http://127.0.1.1:8080/cells/12/5","advisory_prompt","0","0","False","False","False",,,"prompt-78e6e6bd434b41a5bc62683a0ed8d92e","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","931","40","2026-06-26T18:18:53.770+00:00","http_get","call_1xWmxF8odxTkNQwKB9hAZzcP","http://127.0.1.1:8080/cells/12/5","advisory_prompt","0","0","False","False","False",,,"prompt-6deb68fb5f4b476892595a8b4f85b146","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","949","41","2026-06-26T18:18:56.629+00:00","http_post","call_H1U1mwL1vnzuI9z7S8KnG58j","http://127.0.1.1:8080/cells/12/4","advisory_prompt","0","0","False","False","False",,,"prompt-8331e5d9453e432f8c70dbac4de36bdd","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","961","42","2026-06-26T18:19:00.511+00:00","http_get","call_b9mPoC5FsOVXuqsHRUFFPdxh","http://127.0.1.1:8080/cells/12/4","advisory_prompt","0","0","False","False","False",,,"prompt-d48c77d0a7c64cce94479c020245df03","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","979","43","2026-06-26T18:19:02.890+00:00","http_post","call_GRADhABSLprrF6wMdJ76LHdI","http://127.0.1.1:8080/cells/12/3","advisory_prompt","0","0","False","False","False",,,"prompt-b4e42678999d4854aa0a06cd74ba00c7","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","991","44","2026-06-26T18:19:06.327+00:00","http_get","call_bpY7PtiSo3LcsxTzE66HKHzU","http://127.0.1.1:8080/cells/12/3","advisory_prompt","0","0","False","False","False",,,"prompt-58a4a6cf01484cc8bc70c80bbcf5c74c","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","1009","45","2026-06-26T18:19:08.774+00:00","http_post","call_4mcHZCkQxvMC88pZMP6TgFtr","http://127.0.1.1:8080/cells/11/3","advisory_prompt","0","0","False","False","False",,,"prompt-0535c0c430a9443b917dad97418b581b","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","1021","46","2026-06-26T18:19:12.079+00:00","http_get","call_DNPVGUkgoX1gV37T81YWPRy6","http://127.0.1.1:8080/cells/11/3","advisory_prompt","0","0","False","False","False",,,"prompt-026faa38bf79489782ea880c73e53655","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","1039","47","2026-06-26T18:19:14.507+00:00","http_post","call_TkmIeWgR0IMbiEH3Q9B3Fd6Y","http://127.0.1.1:8080/cells/10/3","advisory_prompt","0","0","False","False","False",,,"prompt-ca3f8cf155284ac283c4dc612e8c50ae","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","1051","48","2026-06-26T18:19:18.343+00:00","http_get","call_5EKaEaIcx3eWdNbjG82mnVrb","http://127.0.1.1:8080/cells/10/3","advisory_prompt","0","0","False","False","False",,,"prompt-acaca5c8a1464058a4c832f67305f4ed","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","1069","49","2026-06-26T18:19:20.983+00:00","http_post","call_5WE5GNaJXg0Z4VsRMZgEWU2L","http://127.0.1.1:8080/cells/11/3","advisory_prompt","0","0","False","False","False",,,"prompt-d68510c621d748c88d5e06a577c371c9","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","1081","50","2026-06-26T18:19:24.454+00:00","http_get","call_TcAZ4vuFx864zSgN4ID1IJ9q","http://127.0.1.1:8080/cells/11/3","advisory_prompt","0","0","False","False","False",,,"prompt-a0864fb30dc84e4f97623153475ea73b","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","1099","51","2026-06-26T18:19:26.892+00:00","http_post","call_j5YIKwPLyzlJXNxADUujydmQ","http://127.0.1.1:8080/cells/10/3","advisory_prompt","0","0","False","False","False",,,"prompt-5a44532b9e824582a38561f1d09190e2","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","1111","52","2026-06-26T18:19:30.037+00:00","http_get","call_GAqsMQIUXfDGzPKj8kVDvVrM","http://127.0.1.1:8080/cells/10/3","advisory_prompt","0","0","False","False","False",,,"prompt-26a35235a8f349efa52e153c574f8cff","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","1129","53","2026-06-26T18:19:32.602+00:00","http_post","call_6XKoS5vkBHXaXALAvP1E569h","http://127.0.1.1:8080/cells/10/2","advisory_prompt","0","0","False","False","False",,,"prompt-8f05ba5b01dd49e8a88cd6ff052b5aba","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","1141","54","2026-06-26T18:19:37.439+00:00","http_get","call_p3G1vSIln1bGpGfJwxKui66G","http://127.0.1.1:8080/cells/10/2","advisory_prompt","0","0","False","False","False",,,"prompt-35a82fb8e2dc461f9a5c252336624749","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","1159","55","2026-06-26T18:19:39.741+00:00","http_post","call_cJeIN9Ih4oNanwhLsMU7WWV8","http://127.0.1.1:8080/cells/9/2","advisory_prompt","0","0","False","False","False",,,"prompt-7193c739962f45c899fa6c10f45a5ee3","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","1171","56","2026-06-26T18:19:42.866+00:00","http_get","call_J8d5zE1DfCsSAjPpqQv4oTql","http://127.0.1.1:8080/cells/9/2","advisory_prompt","0","0","False","False","False",,,"prompt-e61b198e652f446c82a59deb0659037d","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","1189","57","2026-06-26T18:19:49.051+00:00","http_post","call_YMIrS3U8m0EYk8ghHlXpcIdQ","http://127.0.1.1:8080/cells/8/2","advisory_prompt","0","0","False","False","False",,,"prompt-f76cbc78ebe5444d8cdbd1b456182cb6","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","1201","58","2026-06-26T18:19:52.347+00:00","http_get","call_7zJVWfELslselvLHMJm6Oz4c","http://127.0.1.1:8080/cells/8/2","advisory_prompt","0","0","False","False","False",,,"prompt-14334f1d32704cc2bb8498fcd69ee358","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","1219","59","2026-06-26T18:19:55.988+00:00","http_post","call_ouR94ohmi0s5FNeknmx0GOId","http://127.0.1.1:8080/cells/7/2","advisory_prompt","0","0","False","False","False",,,"prompt-e62b168c617b403ab71a576dab67677b","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","1231","60","2026-06-26T18:19:59.274+00:00","http_get","call_wFPQBJoP83VenYDpK4NAqN34","http://127.0.1.1:8080/cells/7/2","advisory_prompt","0","0","False","False","False",,,"prompt-7168d7f6b8694d2ea9ba8c85e5519ccc","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","1267","61","2026-06-26T18:20:01.655+00:00","http_post","call_5dNrwIFSmSD8uSLLS9aok2FL","http://127.0.1.1:8080/cells/7/3","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/7/3",,"prompt-e1779df1f8c7432bb0a325d198a71e4e","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","1279","62","2026-06-26T18:20:04.644+00:00","http_get","call_ig0L71o9YdaG5KFDh1SEldqN","http://127.0.1.1:8080/cells/7/3","advisory_prompt","0","0","False","False","False",,,"prompt-49fa5a8a00694870a8f75926f7a36f4e","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","1315","63","2026-06-26T18:20:07.252+00:00","http_post","call_ZJmNf2OiSwlmXHBp2oqNhhnm","http://127.0.1.1:8080/cells/7/4","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/7/4",,"prompt-e2a7317b072642c09c2f91c2353a2bf7","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","1327","64","2026-06-26T18:20:11.187+00:00","http_get","call_8ji2LYE4z5rh1srovrRwCb2O","http://127.0.1.1:8080/cells/7/4","advisory_prompt","0","0","False","False","False",,,"prompt-8faa1d5e72484a2793e256b56e6a4996","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","1363","65","2026-06-26T18:20:13.731+00:00","http_post","call_uQr6INq5oAO4BwkrYMjTbJSI","http://127.0.1.1:8080/cells/8/4","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/8/4",,"prompt-7037907d75864d63a49bf1cac995aedf","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","1375","66","2026-06-26T18:20:17.454+00:00","http_get","call_JMjP8K95Wb8Kysja8ylCKtI1","http://127.0.1.1:8080/cells/8/4","advisory_prompt","0","0","False","False","False",,,"prompt-83accee2969347dc91e3865f5b08594f","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","1411","67","2026-06-26T18:20:20.132+00:00","http_post","call_NFnTjVL7mKDFqOd8KLvgfA1Z","http://127.0.1.1:8080/cells/8/5","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/8/5",,"prompt-5430bcc6caa448319636308acd04a169","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","1423","68","2026-06-26T18:20:23.627+00:00","http_get","call_1RrHh2uOZqkOZkdqGzFD79gz","http://127.0.1.1:8080/cells/8/5","advisory_prompt","0","0","False","False","False",,,"prompt-e43a47c900254756aa3169a1db53f519","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","1459","69","2026-06-26T18:20:26.137+00:00","http_post","call_BRQOJ6SXFnFXbyZQhjb50eDl","http://127.0.1.1:8080/cells/8/6","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/8/6",,"prompt-3f682e45d6e84b40ade5cd84ce226782","selection_event"
"react-baseline-vs-ccrs-v2","800-baseline","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","1471","70","2026-06-26T18:20:29.411+00:00","http_get","call_V6mr4C68WXIzA3EOsQuBHhbc","http://127.0.1.1:8080/cells/8/6","advisory_prompt","0","0","False","False","False",,,"prompt-b549fd677a6140efae295f7046e4ca25","selection_event"
