"batch_id","run_id","agent_name","file","line","react_event","cycle","cycle_timestamp","tool_call_id","tool_name","target","type","pattern_id","utility","entries","reason"
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","197","react.ccrs.opportunistic.detected","9","2026-06-26T18:17:16.478+00:00","call_VoX4LpfbNllLnQkp6AFfaNzN","http_get","http://127.0.1.1:8080/cells/3/2","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","198","react.ccrs.opportunistic.cycle_annotations","9","2026-06-26T18:17:16.478+00:00","call_VoX4LpfbNllLnQkp6AFfaNzN","http_get",,,,,"1",
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","225","react.ccrs.opportunistic.evaluate","10","2026-06-26T18:17:20.274+00:00","call_oJSznDlGOvtyUrEq83J3YJjW","http_post",,,,,,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","227","react.ccrs.opportunistic.skipped","10","2026-06-26T18:17:20.274+00:00","call_oJSznDlGOvtyUrEq83J3YJjW","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","237","react.ccrs.opportunistic.evaluate","11","2026-06-26T18:17:24.136+00:00","call_1DgJ8jcWwoFEH4cAIobrYcUR","http_get",,,,,,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","240","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","245","react.ccrs.opportunistic.detected","11","2026-06-26T18:17:24.136+00:00","call_1DgJ8jcWwoFEH4cAIobrYcUR","http_get","http://127.0.1.1:8080/cells/4/2","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","246","react.ccrs.opportunistic.cycle_annotations","11","2026-06-26T18:17:24.136+00:00","call_1DgJ8jcWwoFEH4cAIobrYcUR","http_get",,,,,"1",
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","273","react.ccrs.opportunistic.evaluate","12","2026-06-26T18:17:27.656+00:00","call_X2GPCklwU1FEUkZ3Bb8WP30p","http_post",,,,,,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","275","react.ccrs.opportunistic.skipped","12","2026-06-26T18:17:27.656+00:00","call_X2GPCklwU1FEUkZ3Bb8WP30p","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","285","react.ccrs.opportunistic.evaluate","13","2026-06-26T18:17:30.236+00:00","call_ZWsONKz0SAvD72jiJjY9Eoqw","http_get",,,,,,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","288","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","293","react.ccrs.opportunistic.detected","13","2026-06-26T18:17:30.236+00:00","call_ZWsONKz0SAvD72jiJjY9Eoqw","http_get","http://127.0.1.1:8080/cells/5/2","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","294","react.ccrs.opportunistic.cycle_annotations","13","2026-06-26T18:17:30.236+00:00","call_ZWsONKz0SAvD72jiJjY9Eoqw","http_get",,,,,"1",
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","321","react.ccrs.opportunistic.evaluate","14","2026-06-26T18:17:33.191+00:00","call_LV5vmUbkitTvL8JiTj4rXnzt","http_post",,,,,,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","323","react.ccrs.opportunistic.skipped","14","2026-06-26T18:17:33.191+00:00","call_LV5vmUbkitTvL8JiTj4rXnzt","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","333","react.ccrs.opportunistic.evaluate","15","2026-06-26T18:17:35.669+00:00","call_MDosGYGnfwM2e0Ehl7pYOSU9","http_get",,,,,,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","336","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","341","react.ccrs.opportunistic.detected","15","2026-06-26T18:17:35.669+00:00","call_MDosGYGnfwM2e0Ehl7pYOSU9","http_get","http://127.0.1.1:8080/cells/6/2","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","342","react.ccrs.opportunistic.cycle_annotations","15","2026-06-26T18:17:35.669+00:00","call_MDosGYGnfwM2e0Ehl7pYOSU9","http_get",,,,,"1",
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","369","react.ccrs.opportunistic.evaluate","16","2026-06-26T18:17:38.493+00:00","call_VAbITlbjeAi1dKkzsUyuwarS","http_post",,,,,,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","371","react.ccrs.opportunistic.skipped","16","2026-06-26T18:17:38.493+00:00","call_VAbITlbjeAi1dKkzsUyuwarS","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","381","react.ccrs.opportunistic.evaluate","17","2026-06-26T18:17:40.960+00:00","call_2th2LUcZprQKEPBoLt78XtWS","http_get",,,,,,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","384","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","389","react.ccrs.opportunistic.detected","17","2026-06-26T18:17:40.960+00:00","call_2th2LUcZprQKEPBoLt78XtWS","http_get","http://127.0.1.1:8080/cells/7/2","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","390","react.ccrs.opportunistic.cycle_annotations","17","2026-06-26T18:17:40.960+00:00","call_2th2LUcZprQKEPBoLt78XtWS","http_get",,,,,"1",
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","417","react.ccrs.opportunistic.evaluate","18","2026-06-26T18:17:43.905+00:00","call_WFckAFwDkFgJpNYHGF7571Tb","http_post",,,,,,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","419","react.ccrs.opportunistic.skipped","18","2026-06-26T18:17:43.905+00:00","call_WFckAFwDkFgJpNYHGF7571Tb","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","429","react.ccrs.opportunistic.evaluate","19","2026-06-26T18:17:46.162+00:00","call_l1XP68N0cCiiaU5qxPPOtbes","http_get",,,,,,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","432","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","437","react.ccrs.opportunistic.detected","19","2026-06-26T18:17:46.162+00:00","call_l1XP68N0cCiiaU5qxPPOtbes","http_get","http://127.0.1.1:8080/cells/7/3","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","438","react.ccrs.opportunistic.cycle_annotations","19","2026-06-26T18:17:46.162+00:00","call_l1XP68N0cCiiaU5qxPPOtbes","http_get",,,,,"1",
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","465","react.ccrs.opportunistic.evaluate","20","2026-06-26T18:17:49.266+00:00","call_S3FYTS3OkypfWVUz0Tf2roek","http_post",,,,,,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","467","react.ccrs.opportunistic.skipped","20","2026-06-26T18:17:49.266+00:00","call_S3FYTS3OkypfWVUz0Tf2roek","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","477","react.ccrs.opportunistic.evaluate","21","2026-06-26T18:17:51.739+00:00","call_IarC3YwbmudDSM8OQcJqTYhx","http_get",,,,,,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","480","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","485","react.ccrs.opportunistic.detected","21","2026-06-26T18:17:51.739+00:00","call_IarC3YwbmudDSM8OQcJqTYhx","http_get","http://127.0.1.1:8080/cells/7/4","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","486","react.ccrs.opportunistic.cycle_annotations","21","2026-06-26T18:17:51.739+00:00","call_IarC3YwbmudDSM8OQcJqTYhx","http_get",,,,,"1",
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","513","react.ccrs.opportunistic.evaluate","22","2026-06-26T18:17:54.877+00:00","call_7OK1WXI2rgaFggHlFYzajgu6","http_post",,,,,,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","515","react.ccrs.opportunistic.skipped","22","2026-06-26T18:17:54.877+00:00","call_7OK1WXI2rgaFggHlFYzajgu6","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","525","react.ccrs.opportunistic.evaluate","23","2026-06-26T18:17:57.231+00:00","call_RF6TSSma9oHsZVzXaQ90xTnw","http_get",,,,,,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","528","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","533","react.ccrs.opportunistic.detected","23","2026-06-26T18:17:57.231+00:00","call_RF6TSSma9oHsZVzXaQ90xTnw","http_get","http://127.0.1.1:8080/cells/8/4","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","534","react.ccrs.opportunistic.cycle_annotations","23","2026-06-26T18:17:57.231+00:00","call_RF6TSSma9oHsZVzXaQ90xTnw","http_get",,,,,"1",
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","561","react.ccrs.opportunistic.evaluate","24","2026-06-26T18:18:03.311+00:00","call_NeJMX5eH7OGDi8L8hVJKE6ZH","http_post",,,,,,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","563","react.ccrs.opportunistic.skipped","24","2026-06-26T18:18:03.311+00:00","call_NeJMX5eH7OGDi8L8hVJKE6ZH","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","573","react.ccrs.opportunistic.evaluate","25","2026-06-26T18:18:05.794+00:00","call_5zSLbPMv05AUd1jlTstH42eX","http_get",,,,,,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","576","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","581","react.ccrs.opportunistic.detected","25","2026-06-26T18:18:05.794+00:00","call_5zSLbPMv05AUd1jlTstH42eX","http_get","http://127.0.1.1:8080/cells/8/5","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","582","react.ccrs.opportunistic.cycle_annotations","25","2026-06-26T18:18:05.794+00:00","call_5zSLbPMv05AUd1jlTstH42eX","http_get",,,,,"1",
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","609","react.ccrs.opportunistic.evaluate","26","2026-06-26T18:18:08.779+00:00","call_SZ71khfhGOQKHbT3fEvOiuxC","http_post",,,,,,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","611","react.ccrs.opportunistic.skipped","26","2026-06-26T18:18:08.779+00:00","call_SZ71khfhGOQKHbT3fEvOiuxC","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","621","react.ccrs.opportunistic.evaluate","27","2026-06-26T18:18:11.318+00:00","call_gGeV2rWzxKhtewQ7RSVIIAsb","http_get",,,,,,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","624","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","629","react.ccrs.opportunistic.detected","27","2026-06-26T18:18:11.318+00:00","call_gGeV2rWzxKhtewQ7RSVIIAsb","http_get","http://127.0.1.1:8080/cells/8/6","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","630","react.ccrs.opportunistic.cycle_annotations","27","2026-06-26T18:18:11.318+00:00","call_gGeV2rWzxKhtewQ7RSVIIAsb","http_get",,,,,"1",
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","657","react.ccrs.opportunistic.evaluate","28","2026-06-26T18:18:14.352+00:00","call_bLhxfj31PfeDSasYzZWXEKYi","http_post",,,,,,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","659","react.ccrs.opportunistic.skipped","28","2026-06-26T18:18:14.352+00:00","call_bLhxfj31PfeDSasYzZWXEKYi","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","669","react.ccrs.opportunistic.evaluate","29","2026-06-26T18:18:16.663+00:00","call_yl4dgkjHEP24hSQcNTVlYTzY","http_get",,,,,,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","672","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","677","react.ccrs.opportunistic.detected","29","2026-06-26T18:18:16.663+00:00","call_yl4dgkjHEP24hSQcNTVlYTzY","http_get","http://127.0.1.1:8080/cells/9/6","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","678","react.ccrs.opportunistic.cycle_annotations","29","2026-06-26T18:18:16.663+00:00","call_yl4dgkjHEP24hSQcNTVlYTzY","http_get",,,,,"1",
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","705","react.ccrs.opportunistic.evaluate","30","2026-06-26T18:18:20.613+00:00","call_gd0nZ5lr1FbPegjdGKzzaHdB","http_post",,,,,,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","707","react.ccrs.opportunistic.skipped","30","2026-06-26T18:18:20.613+00:00","call_gd0nZ5lr1FbPegjdGKzzaHdB","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","717","react.ccrs.opportunistic.evaluate","31","2026-06-26T18:18:22.947+00:00","call_ZBNbzgY32Q6Z40nvjo9UjhRP","http_get",,,,,,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","720","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","725","react.ccrs.opportunistic.detected","31","2026-06-26T18:18:22.947+00:00","call_ZBNbzgY32Q6Z40nvjo9UjhRP","http_get","http://127.0.1.1:8080/cells/10/6","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","726","react.ccrs.opportunistic.cycle_annotations","31","2026-06-26T18:18:22.947+00:00","call_ZBNbzgY32Q6Z40nvjo9UjhRP","http_get",,,,,"1",
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","753","react.ccrs.opportunistic.evaluate","32","2026-06-26T18:18:26.114+00:00","call_0nXpMt45tPbfUdQ4ifVoq9kU","http_post",,,,,,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","755","react.ccrs.opportunistic.skipped","32","2026-06-26T18:18:26.114+00:00","call_0nXpMt45tPbfUdQ4ifVoq9kU","http_post",,,,,,"invalid_turtle"
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","765","react.ccrs.opportunistic.evaluate","33","2026-06-26T18:18:28.667+00:00","call_yXa7Bv4n1r6Hl6KgUwU4Wo3H","http_get",,,,,,
"react-baseline-vs-ccrs-v2","800-ccrs","react_ccrs_mazeV2","react_ccrs_mazeV2_20260626_201650.log","768","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
